id,canonical_name,category_id,subcategory,keywords,primary_unit,unit_weight_grams,unit_volume_ml,density_g_per_ml,calories_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,shelf_life_days_pantry,shelf_life_days_fridge,shelf_life_days_freezer,origin_country,can_conserve_bocal,can_lactofermentation,can_sechage,can_congelation,can_confiture,can_vinaigre,can_huile,process_params,created_at,updated_at,structured_seasons,category_parent,category_child
355,igname,2,tubercules,"[""igname"",""yam""]",u,150.00,,0.8300,118.0,1.50,28.00,0.20,4.10,0.50,9.00,7,21,365,"[""NG"",""GH"",""CI"",""BJ""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[1,2,3,4,8,9,10,11,12]}",legumes,tubercules
356,taro,2,tubercules,"[""taro""]",u,120.00,,0.8900,112.0,1.50,26.00,0.20,4.10,0.40,11.00,7,14,365,"[""NG"",""CN"",""CM"",""UG""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[1,2,3,4,8,9,10,11,12]}",legumes,tubercules
357,manioc,2,tubercules,"[""manioc"",""cassava""]",u,200.00,,0.8500,160.0,1.40,38.00,0.30,1.80,1.70,14.00,3,7,365,"[""NG"",""TH"",""ID"",""BR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[8,9,10],""type"":""legume"",""available"":[1,2,3,4,8,9,10,11,12]}",legumes,tubercules
358,plantain,2,autres_legumes,"[""plantain"",""cooking banana""]",u,200.00,,0.8300,122.0,1.30,32.00,0.40,2.30,15.00,4.00,3,7,365,"[""UG"",""GH"",""CM"",""CI""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
359,jicama,2,autres_legumes,"[""jicama"",""mexican turnip""]",u,200.00,,0.9000,38.0,0.70,9.00,0.10,4.90,1.80,4.00,14,21,365,"[""MX"",""CN"",""TH"",""VN""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
360,bardane,2,autres_legumes,"[""bardane"",""burdock root""]",u,100.00,,0.8800,72.0,1.50,17.00,0.20,3.30,2.90,5.00,7,14,365,"[""JP"",""KR"",""CN"",""IT""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
361,lotus,2,autres_legumes,"[""lotus"",""lotus root""]",u,100.00,,0.8900,74.0,2.60,17.00,0.10,4.90,0.50,40.00,3,7,365,"[""CN"",""IN"",""JP"",""VN""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
362,arrow root,2,autres_legumes,"[""arrow root"",""arrowroot""]",u,80.00,,0.8500,65.0,0.20,16.00,0.10,0.80,0.00,26.00,3,7,365,"[""LC"",""JM"",""AU""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
363,daikon,2,autres_legumes,"[""daikon"",""radis japonais""]",u,400.00,,0.9500,18.0,0.60,4.00,0.10,1.60,2.50,21.00,14,21,365,"[""JP"",""CN"",""KR""]",true,true,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
364,céleri rave,2,legumes_tiges,"[""céleri rave"",""celeriac""]",u,500.00,,0.8800,42.0,1.50,9.00,0.30,1.80,1.60,100.00,14,21,365,"[""NL"",""DE"",""FR""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[5,6],""type"":""legume"",""available"":[4,5,6,7]}",legumes,legumes_tiges
365,chou rave,2,legumes_feuilles,"[""chou rave"",""kohlrabi""]",u,150.00,,0.9100,27.0,1.70,6.00,0.10,3.60,2.60,20.00,14,21,365,"[""DE"",""AT"",""PL"",""CZ""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
366,wasabi,2,autres_legumes,"[""wasabi"",""japanese horseradish""]",g,1.00,,0.9500,109.0,4.80,24.00,0.60,7.80,2.40,17.00,7,14,365,"[""JP""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
367,oignon,2,bulbes,"[""oignon"",""onion""]",u,100.00,,0.9000,40.0,1.10,9.00,0.10,1.70,4.20,4.00,30,60,365,"[""CN"",""IN"",""US"",""TR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumes,bulbes
368,échalote,2,bulbes,"[""échalote"",""shallot""]",u,15.00,,0.8000,72.0,2.50,17.00,0.10,3.20,7.90,12.00,30,60,365,"[""TH"",""ID"",""IN"",""NL""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""legume"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumes,bulbes
369,ail,2,bulbes,"[""ail"",""garlic""]",u,3.00,,0.6000,149.0,6.40,33.00,0.50,2.10,1.00,17.00,90,180,365,"[""CN"",""IN"",""BD"",""EG""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumes,bulbes
370,ciboule,2,autres_legumes,"[""ciboule"",""scallion""]",g,1.00,,0.9200,32.0,1.80,7.00,0.20,2.60,2.30,16.00,3,7,365,"[""CN"",""JP"",""KR""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
371,ciboulette,2,autres_legumes,"[""ciboulette"",""chives""]",g,1.00,,0.9000,30.0,3.30,4.00,0.70,2.50,1.90,3.00,3,7,365,"[""CN"",""FR"",""DE""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
372,poireau,1,fruits_frais,"[""poireau"",""leek""]",u,200.00,,0.9000,61.0,1.50,14.00,0.30,1.80,3.90,20.00,7,14,365,"[""ID"",""TR"",""BE"",""FR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:53:45.048529+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",fruits,fruits_frais
373,ail des ours,2,bulbes,"[""ail des ours"",""wild garlic""]",g,1.00,,0.8800,42.0,1.90,8.00,0.40,2.40,2.50,4.00,1,3,365,"[""DE"",""FR"",""AT"",""CH""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[],""type"":""permanent"",""available"":[1,2,3,4,5,6,7,8,9,10,11,12]}",legumes,bulbes
374,rocambole,2,autres_legumes,"[""rocambole"",""serpent garlic""]",g,1.00,,0.8500,42.0,2.00,8.00,0.30,2.50,2.80,18.00,14,21,365,"[""RU"",""PL"",""DE""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
375,laitue,2,autres_legumes,"[""laitue"",""lettuce"",""salade""]",u,250.00,,0.9500,15.0,1.40,3.00,0.20,1.30,0.80,28.00,2,5,365,"[""CN"",""US"",""IN"",""ES""]",false,false,false,false,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
376,épinard,2,legumes_feuilles,"[""épinard"",""spinach""]",g,1.00,,0.9100,23.0,2.90,4.00,0.40,2.20,2.20,79.00,1,3,365,"[""CN"",""US"",""TR"",""JP""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9]}",legumes,legumes_feuilles
377,mâche,2,autres_legumes,"[""mâche"",""corn salad""]",g,1.00,,0.9300,21.0,2.00,4.00,0.40,1.50,1.80,4.00,2,5,365,"[""FR"",""IT"",""NL"",""BE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
378,roquette,2,legumes_feuilles,"[""roquette"",""arugula""]",g,1.00,,0.9200,25.0,2.60,4.00,0.70,1.60,2.10,27.00,1,3,365,"[""IT"",""TR"",""EG""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
379,cresson,2,legumes_feuilles,"[""cresson"",""watercress""]",g,1.00,,0.9500,11.0,2.30,1.00,0.10,1.50,0.20,41.00,1,3,365,"[""GB"",""FR"",""DE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
380,endive,2,autres_legumes,"[""endive"",""chicory""]",u,60.00,,0.9500,17.0,0.90,4.00,0.10,3.10,2.80,2.00,7,14,365,"[""BE"",""NL"",""FR"",""DE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
381,chicorée frisée,2,autres_legumes,"[""chicorée frisée"",""curly endive""]",u,200.00,,0.9400,17.0,1.30,3.00,0.30,3.10,0.70,22.00,3,7,365,"[""IT"",""FR"",""ES""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
382,scarole,2,autres_legumes,"[""scarole"",""escarole""]",u,300.00,,0.9400,17.0,1.30,3.00,0.30,3.10,0.70,22.00,3,7,365,"[""IT"",""FR"",""ES""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
383,pourpier,2,autres_legumes,"[""pourpier"",""purslane""]",g,1.00,,0.9300,20.0,2.00,3.00,0.40,1.30,1.20,45.00,1,3,365,"[""GR"",""TR"",""IN"",""MX""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
384,pissenlit,2,legumes_feuilles,"[""pissenlit"",""dandelion""]",g,1.00,,0.8600,45.0,2.70,9.00,0.70,3.50,7.50,76.00,1,3,365,"[""FR"",""DE"",""IT""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
385,moutarde feuilles,2,autres_legumes,"[""moutarde"",""mustard greens""]",g,1.00,,0.9000,27.0,2.90,5.00,0.40,3.20,1.30,25.00,1,3,365,"[""IN"",""CN"",""NP""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
386,mizuna,2,autres_legumes,"[""mizuna"",""japanese mustard""]",g,1.00,,0.9300,23.0,2.20,4.00,0.30,1.80,1.80,30.00,3,7,365,"[""JP"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
387,pak-choi,2,autres_legumes,"[""pak-choi"",""bok choy""]",u,70.00,,0.9500,13.0,1.50,2.00,0.20,1.00,1.20,65.00,3,7,365,"[""CN"",""JP"",""KR""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
388,chou chinois,2,legumes_feuilles,"[""chou chinois"",""napa cabbage""]",u,800.00,,0.9500,16.0,1.20,3.00,0.20,1.20,1.40,9.00,7,14,365,"[""CN"",""KR"",""JP""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
389,komatsuna,2,autres_legumes,"[""komatsuna"",""japanese spinach""]",g,1.00,,0.9400,20.0,1.90,4.00,0.20,1.90,1.00,35.00,3,7,365,"[""JP"",""CN""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
390,tatsoi,2,autres_legumes,"[""tatsoi"",""spoon mustard""]",g,1.00,,0.9400,20.0,2.00,3.00,0.30,1.70,1.50,50.00,3,7,365,"[""CN"",""JP""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
391,oseille,2,legumes_perpetuels,"[""oseille"",""sorrel""]",g,1.00,,0.9300,22.0,2.00,3.00,0.70,2.90,0.70,4.00,2,5,365,"[""FR"",""DE"",""RU""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9,10]}",legumes,legumes_perpetuels
392,amarante,2,autres_legumes,"[""amarante"",""amaranth leaves""]",g,1.00,,0.9100,23.0,2.50,4.00,0.30,1.30,1.70,20.00,1,3,365,"[""IN"",""CN"",""MX""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
393,tétragone,2,autres_legumes,"[""tétragone"",""new zealand spinach""]",g,1.00,,0.9200,19.0,2.30,3.00,0.30,1.70,1.20,130.00,1,3,365,"[""NZ"",""AU"",""FR""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
394,claytone,2,autres_legumes,"[""claytone"",""winter purslane""]",g,1.00,,0.9400,17.0,1.80,3.00,0.40,1.30,1.00,12.00,2,5,365,"[""US"",""CA"",""GB""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
395,laitue de mer,2,autres_legumes,"[""laitue mer"",""sea lettuce""]",g,1.00,,0.8900,45.0,4.00,9.00,0.60,3.20,0.50,2400.00,1,3,365,"[""FR"",""IE"",""GB""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
396,salicorne,2,autres_legumes,"[""salicorne"",""sea bean""]",g,1.00,,0.9500,17.0,1.80,2.00,0.40,2.20,0.00,1681.00,1,3,365,"[""FR"",""NL"",""GB""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
397,ficoïde,2,autres_legumes,"[""ficoïde"",""ice plant""]",g,1.00,,0.9300,16.0,1.50,2.00,0.20,1.80,1.00,45.00,1,3,365,"[""ZA"",""AU"",""FR""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
398,bette,2,autres_legumes,"[""bette"",""swiss chard""]",g,1.00,,0.9300,19.0,1.80,4.00,0.20,1.60,1.10,213.00,2,5,365,"[""CH"",""FR"",""IT""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
399,chou frisé,2,legumes_feuilles,"[""chou frisé"",""kale""]",g,1.00,,0.9000,49.0,4.30,9.00,0.90,3.60,2.30,38.00,3,7,365,"[""GB"",""DE"",""NL""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
400,chou,2,legumes_feuilles,"[""chou"",""cabbage""]",u,900.00,,0.9200,25.0,1.30,6.00,0.10,2.50,3.20,18.00,14,30,365,"[""CN"",""RU"",""IN"",""KR""]",true,true,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
401,brocoli,2,legumes_feuilles,"[""brocoli"",""broccoli""]",u,150.00,,0.8900,34.0,2.80,7.00,0.40,2.60,1.50,33.00,3,7,365,"[""CN"",""IN"",""US"",""ES""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
402,chou-fleur,2,legumes_feuilles,"[""chou-fleur"",""cauliflower""]",u,500.00,,0.9200,25.0,1.90,5.00,0.30,2.00,1.90,30.00,7,14,365,"[""CN"",""IN"",""US"",""FR""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
403,chou de Bruxelles,2,legumes_feuilles,"[""chou bruxelles"",""brussels sprout""]",u,10.00,,0.8600,43.0,3.40,9.00,0.30,3.80,2.20,25.00,14,21,365,"[""BE"",""NL"",""GB"",""DE""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
404,chou romanesco,2,legumes_feuilles,"[""chou romanesco"",""romanesco""]",u,400.00,,0.9200,25.0,1.90,5.00,0.30,2.00,1.90,30.00,7,14,365,"[""IT""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_feuilles
405,brocoli chinois,2,legumes_feuilles,"[""brocoli chinois"",""gai lan""]",g,1.00,,0.9300,19.0,1.50,3.00,0.30,1.00,1.50,18.00,3,7,365,"[""CN"",""HK""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
406,rapini,2,autres_legumes,"[""rapini"",""broccoli rabe""]",g,1.00,,0.9200,22.0,3.20,3.00,0.50,2.70,0.40,33.00,2,5,365,"[""IT"",""CN""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
407,cresson alénois,2,legumes_feuilles,"[""cresson alénois"",""garden cress""]",g,1.00,,0.9500,32.0,2.60,6.00,0.70,1.10,4.40,14.00,3,7,365,"[""IR"",""GB"",""FR""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,10,11],""type"":""legume"",""available"":[3,4,5,6,9,10,11,12]}",legumes,legumes_feuilles
408,raifort sauvage,2,legumes_racines,"[""raifort sauvage"",""wild horseradish""]",g,1.00,,0.9500,48.0,1.20,11.00,0.70,3.30,7.30,314.00,3,7,365,"[""GB"",""FR"",""DE""]",false,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[10,11,12],""type"":""legume"",""available"":[9,10,11,12,1,2,3]}",legumes,legumes_racines
409,barbarée,2,autres_legumes,"[""barbarée"",""watercress""]",g,1.00,,0.9300,32.0,2.80,5.00,0.70,3.20,1.00,25.00,1,3,365,"[""FR"",""GB"",""DE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
410,cardamine,2,autres_legumes,"[""cardamine"",""lady smock""]",g,1.00,,0.9300,22.0,2.50,3.00,0.40,2.10,1.20,20.00,1,3,365,"[""FR"",""GB"",""DE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
411,alliaire,2,autres_legumes,"[""alliaire"",""garlic mustard""]",g,1.00,,0.9100,42.0,3.00,8.00,0.60,3.20,2.00,15.00,1,3,365,"[""GB"",""FR"",""DE""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
412,asperge,2,legumes_perpetuels,"[""asperge"",""asparagus""]",g,1.00,,0.9300,20.0,2.20,4.00,0.10,2.10,1.90,2.00,3,7,365,"[""CN"",""DE"",""MX"",""PE""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9,10]}",legumes,legumes_perpetuels
413,céleri,2,legumes_tiges,"[""céleri"",""celery""]",u,600.00,,0.9500,14.0,0.70,3.00,0.20,1.60,1.30,80.00,7,14,365,"[""CN"",""US"",""IN"",""AR""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[5,6],""type"":""legume"",""available"":[4,5,6,7]}",legumes,legumes_tiges
414,fenouil,2,legumes_tiges,"[""fenouil"",""fennel""]",u,250.00,,0.9000,31.0,1.20,7.00,0.20,3.10,3.90,52.00,3,7,365,"[""IT"",""TR"",""IN"",""CN""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[5,6],""type"":""legume"",""available"":[4,5,6,7]}",legumes,legumes_tiges
415,rhubarbe,2,legumes_perpetuels,"[""rhubarbe"",""rhubarb""]",g,1.00,,0.9400,21.0,0.90,5.00,0.20,1.80,1.10,4.00,3,7,365,"[""CN"",""RU"",""TR""]",true,false,false,true,true,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[4,5,6],""type"":""legume"",""available"":[3,4,5,6,7,8,9,10]}",legumes,legumes_perpetuels
416,bambou,2,autres_legumes,"[""bambou"",""bamboo shoot""]",g,1.00,,0.9100,27.0,2.60,5.00,0.30,2.20,3.00,4.00,3,7,365,"[""CN"",""JP"",""TH"",""VN""]",true,false,true,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
417,palmier,2,autres_legumes,"[""palmier"",""palm heart""]",g,1.00,,0.8900,115.0,3.20,25.00,0.40,2.50,15.00,20.00,3,7,365,"[""TH"",""PH"",""MY""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
418,cardon,2,legumes_tiges,"[""cardon"",""cardoon""]",g,1.00,,0.9300,17.0,0.70,4.00,0.10,1.60,1.40,170.00,3,7,365,"[""ES"",""FR"",""IT""]",true,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[5,6],""type"":""legume"",""available"":[4,5,6,7]}",legumes,legumes_tiges
419,jonc,2,autres_legumes,"[""jonc"",""rush""]",g,1.00,,0.9500,15.0,1.00,3.00,0.10,2.00,1.00,2.00,1,3,365,"[""JP"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
420,fougère,2,autres_legumes,"[""fougère"",""fern""]",g,1.00,,0.9000,34.0,4.60,5.00,0.40,3.70,0.30,1.00,1,3,365,"[""JP"",""KR"",""CN""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
421,pousse soja,2,autres_legumes,"[""pousse soja"",""bean sprout""]",g,1.00,,0.9300,13.0,1.30,2.00,0.20,1.80,4.00,6.00,1,3,365,"[""CN"",""KR"",""TH""]",false,false,false,true,false,false,false,,2025-09-14 23:33:08.758642+00,2025-09-15 17:42:50.115419+00,"{""peak"":[7,8,9],""type"":""legume"",""available"":[6,7,8,9,10]}",legumes,autres_legumes
