object_type,object_name,ddl
FUNCTION,search_products,"CREATE OR REPLACE FUNCTION public.search_products(p_query text, p_limit integer DEFAULT 20)
 RETURNS TABLE(product_id text, product_type text, product_name text, display_name text, category_name text, category_icon text, primary_unit text, relevance_score numeric)
 LANGUAGE plpgsql
AS $function$
BEGIN
    RETURN QUERY SELECT * FROM search_products_v2(p_query, p_limit);
END;
$function$
"
FUNCTION,search_products_v2,"CREATE OR REPLACE FUNCTION public.search_products_v2(p_query text, p_limit integer DEFAULT 20)
 RETURNS TABLE(product_id text, product_type text, product_name text, display_name text, category_name text, category_icon text, primary_unit text, relevance_score numeric)
 LANGUAGE plpgsql
AS $function$
BEGIN
    RETURN QUERY
    -- Recherche dans les aliments canoniques
    SELECT 
        cf.id::TEXT as product_id,
        'canonical'::TEXT as product_type,
        cf.canonical_name as product_name,
        cf.canonical_name as display_name,
        COALESCE(rc.name, '') as category_name,
        COALESCE(rc.icon, '📦') as category_icon,
        COALESCE(cf.primary_unit, 'g') as primary_unit,
        CASE 
            WHEN cf.canonical_name ILIKE p_query THEN 1.0
            WHEN cf.canonical_name ILIKE p_query || '%' THEN 2.0
            WHEN cf.canonical_name ILIKE '%' || p_query || '%' THEN 3.0
            ELSE 4.0
        END as relevance_score
    FROM canonical_foods cf
    LEFT JOIN reference_categories rc ON cf.category_id = rc.id
    WHERE cf.canonical_name ILIKE '%' || p_query || '%'
       OR EXISTS (SELECT 1 FROM unnest(cf.keywords) kw WHERE kw ILIKE '%' || p_query || '%')
    
    UNION ALL
    
    -- Recherche dans les cultivars
    SELECT 
        cv.id::TEXT as product_id,
        'cultivar'::TEXT as product_type,
        cv.cultivar_name as product_name,
        cv.cultivar_name || ' (' || cf.canonical_name || ')' as display_name,
        COALESCE(rc.name, '') as category_name,
        COALESCE(rc.icon, '🌱') as category_icon,
        COALESCE(cf.primary_unit, 'g') as primary_unit,
        CASE 
            WHEN cv.cultivar_name ILIKE p_query THEN 1.0
            WHEN cv.cultivar_name ILIKE p_query || '%' THEN 2.0
            WHEN cv.cultivar_name ILIKE '%' || p_query || '%' THEN 3.0
            ELSE 4.0
        END as relevance_score
    FROM cultivars cv
    JOIN canonical_foods cf ON cv.canonical_food_id = cf.id
    LEFT JOIN reference_categories rc ON cf.category_id = rc.id
    WHERE cv.cultivar_name ILIKE '%' || p_query || '%'
       OR EXISTS (SELECT 1 FROM unnest(cv.synonyms) syn WHERE syn ILIKE '%' || p_query || '%')
    
    UNION ALL
    
    -- Recherche dans les produits génériques
    SELECT 
        gp.id::TEXT as product_id,
        'generic'::TEXT as product_type,
        gp.name as product_name,
        gp.name as display_name,
        COALESCE(rc.name, '') as category_name,
        COALESCE(rc.icon, '📦') as category_icon,
        COALESCE(gp.primary_unit, 'g') as primary_unit,
        CASE 
            WHEN gp.name ILIKE p_query THEN 1.0
            WHEN gp.name ILIKE p_query || '%' THEN 2.0
            WHEN gp.name ILIKE '%' || p_query || '%' THEN 3.0
            ELSE 4.0
        END as relevance_score
    FROM generic_products gp
    LEFT JOIN reference_categories rc ON gp.category_id = rc.id
    WHERE gp.name ILIKE '%' || p_query || '%'
       OR EXISTS (SELECT 1 FROM unnest(gp.keywords) kw WHERE kw ILIKE '%' || p_query || '%')
    
    ORDER BY relevance_score ASC, product_name ASC
    LIMIT p_limit;
END;
$function$
"
FUNCTION,set_limit,"CREATE OR REPLACE FUNCTION public.set_limit(real)
 RETURNS real
 LANGUAGE c
 STRICT
AS '$libdir/pg_trgm', $function$set_limit$function$
"
FUNCTION,set_open_expiration,"CREATE OR REPLACE FUNCTION public.set_open_expiration()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
DECLARE
  prod products%ROWTYPE;
  arch archetypes%ROWTYPE;
  d    INT;
  u    TEXT;
BEGIN
  IF NEW.is_opened = TRUE AND (OLD.is_opened IS DISTINCT FROM TRUE) THEN
    IF NEW.opened_on IS NULL THEN
      NEW.opened_on := CURRENT_DATE;
    END IF;

    -- Charger le produit/archetype pour connaître les règles ""après ouverture""
    IF NEW.product_id IS NOT NULL THEN
      SELECT * INTO prod FROM products WHERE id = NEW.product_id;
    END IF;

    IF NEW.archetype_id IS NOT NULL THEN
      SELECT * INTO arch FROM archetypes WHERE id = NEW.archetype_id;
    ELSIF NEW.product_id IS NOT NULL AND prod.archetype_id IS NOT NULL THEN
      SELECT * INTO arch FROM archetypes WHERE id = prod.archetype_id;
    END IF;

    d := COALESCE(prod.shelf_life_after_opening_days, arch.open_shelf_life_days);
    u := COALESCE(prod.shelf_life_after_opening_unit, arch.open_shelf_life_unit, 'days');

    IF d IS NOT NULL THEN
      NEW.expiration_after_opening :=
        CASE u
          WHEN 'hours' THEN (NEW.opened_on + (d || ' hours')::INTERVAL)::DATE
          ELSE            (NEW.opened_on + (d || ' days')::INTERVAL)::DATE
        END;
    END IF;
  END IF;

  RETURN NEW;
END; $function$
"
FUNCTION,set_updated_at,"CREATE OR REPLACE FUNCTION public.set_updated_at()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
BEGIN
  NEW.updated_at = NOW();
  RETURN NEW;
END; $function$
"
FUNCTION,show_limit,"CREATE OR REPLACE FUNCTION public.show_limit()
 RETURNS real
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$show_limit$function$
"
FUNCTION,show_trgm,"CREATE OR REPLACE FUNCTION public.show_trgm(text)
 RETURNS text[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$show_trgm$function$
"
FUNCTION,similarity,"CREATE OR REPLACE FUNCTION public.similarity(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$similarity$function$
"
FUNCTION,similarity_dist,"CREATE OR REPLACE FUNCTION public.similarity_dist(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$similarity_dist$function$
"
FUNCTION,similarity_op,"CREATE OR REPLACE FUNCTION public.similarity_op(text, text)
 RETURNS boolean
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$similarity_op$function$
"
FUNCTION,strict_word_similarity,"CREATE OR REPLACE FUNCTION public.strict_word_similarity(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$strict_word_similarity$function$
"
FUNCTION,strict_word_similarity_commutator_op,"CREATE OR REPLACE FUNCTION public.strict_word_similarity_commutator_op(text, text)
 RETURNS boolean
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$strict_word_similarity_commutator_op$function$
"
FUNCTION,strict_word_similarity_dist_commutator_op,"CREATE OR REPLACE FUNCTION public.strict_word_similarity_dist_commutator_op(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$strict_word_similarity_dist_commutator_op$function$
"
FUNCTION,strict_word_similarity_dist_op,"CREATE OR REPLACE FUNCTION public.strict_word_similarity_dist_op(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$strict_word_similarity_dist_op$function$
"
FUNCTION,strict_word_similarity_op,"CREATE OR REPLACE FUNCTION public.strict_word_similarity_op(text, text)
 RETURNS boolean
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$strict_word_similarity_op$function$
"
FUNCTION,tg_set_timestamp,"CREATE OR REPLACE FUNCTION public.tg_set_timestamp()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
begin
  new.updated_at = now();
  return new;
end $function$
"
FUNCTION,trigger_auto_expiration_date,"CREATE OR REPLACE FUNCTION public.trigger_auto_expiration_date()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
BEGIN
    -- Si pas de date d'expiration fournie, la calculer automatiquement
    IF NEW.expiration_date IS NULL AND NEW.storage_method IS NOT NULL THEN
        DECLARE
            v_product_id UUID;
            v_shelf_life_days INTEGER;
        BEGIN
            -- Déterminer l'ID du produit
            v_product_id := COALESCE(
                NEW.canonical_food_id,
                NEW.cultivar_id,
                NEW.generic_product_id,
                NEW.derived_product_id
            );
            
            IF v_product_id IS NOT NULL THEN
                -- Récupérer la durée de conservation appropriée
                SELECT CASE NEW.storage_method
                    WHEN 'fridge' THEN shelf_life_days_fridge
                    WHEN 'freezer' THEN shelf_life_days_freezer
                    WHEN 'pantry' THEN shelf_life_days_pantry
                    WHEN 'counter' THEN LEAST(shelf_life_days_fridge, shelf_life_days_pantry)
                    ELSE shelf_life_days_fridge
                END INTO v_shelf_life_days
                FROM v_inventory_display 
                WHERE canonical_food_id = v_product_id 
                   OR cultivar_id = v_product_id 
                   OR generic_product_id = v_product_id 
                   OR derived_product_id = v_product_id
                LIMIT 1;
                
                -- Valeur par défaut si pas trouvée
                IF v_shelf_life_days IS NULL THEN
                    v_shelf_life_days := CASE NEW.storage_method
                        WHEN 'fridge' THEN 7
                        WHEN 'freezer' THEN 365
                        WHEN 'pantry' THEN 30
                        WHEN 'counter' THEN 3
                        ELSE 7
                    END;
                END IF;
                
                NEW.expiration_date := COALESCE(NEW.acquired_on, CURRENT_DATE) + v_shelf_life_days;
            END IF;
        END;
    END IF;
    
    -- S'assurer que initial_qty est définie
    IF NEW.initial_qty IS NULL THEN
        NEW.initial_qty := NEW.qty_remaining;
    END IF;
    
    RETURN NEW;
END;
$function$
"
FUNCTION,unaccent,"CREATE OR REPLACE FUNCTION public.unaccent(text)
 RETURNS text
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/unaccent', $function$unaccent_dict$function$
"
FUNCTION,unaccent,"CREATE OR REPLACE FUNCTION public.unaccent(regdictionary, text)
 RETURNS text
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/unaccent', $function$unaccent_dict$function$
"
FUNCTION,unaccent,"CREATE OR REPLACE FUNCTION public.unaccent(regdictionary, text)
 RETURNS text
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/unaccent', $function$unaccent_dict$function$
"
FUNCTION,unaccent,"CREATE OR REPLACE FUNCTION public.unaccent(text)
 RETURNS text
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/unaccent', $function$unaccent_dict$function$
"
FUNCTION,unaccent_init,"CREATE OR REPLACE FUNCTION public.unaccent_init(internal)
 RETURNS internal
 LANGUAGE c
 PARALLEL SAFE
AS '$libdir/unaccent', $function$unaccent_init$function$
"
FUNCTION,unaccent_lexize,"CREATE OR REPLACE FUNCTION public.unaccent_lexize(internal, internal, internal, internal)
 RETURNS internal
 LANGUAGE c
 PARALLEL SAFE
AS '$libdir/unaccent', $function$unaccent_lexize$function$
"
FUNCTION,unit_is_valid,"CREATE OR REPLACE FUNCTION public.unit_is_valid(u text)
 RETURNS boolean
 LANGUAGE sql
 IMMUTABLE
AS $function$
  select coalesce(u ~ '^(g|kg|ml|cl|l|u|tranche|feuille|gousse|filets?|sachet|botte|p|càs|càc|louche|verre|bol|pinch|cup|tbsp|tsp|mls?)$', true)
$function$
"
FUNCTION,update_updated_at_column,"CREATE OR REPLACE FUNCTION public.update_updated_at_column()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
BEGIN
  NEW.updated_at = now();
  RETURN NEW;
END;
$function$
"
FUNCTION,upsert_unit_conv_generic,"CREATE OR REPLACE FUNCTION public.upsert_unit_conv_generic(p_from text, p_to text, p_factor numeric)
 RETURNS void
 LANGUAGE plpgsql
AS $function$
declare
  f text := public.norm_text(p_from);
  t text := public.norm_text(p_to);
  x numeric := p_factor;
begin
  if f is null or f='' or t is null or t='' or x is null or x=0 then
    raise exception 'Paramètres invalides';
  end if;

  -- direct
  insert into public.unit_conversions_generic(from_unit, to_unit, factor)
  values (f, t, x)
  on conflict on constraint idx_unit_conv_generic_norm
  do update set factor = excluded.factor;

  -- inverse
  insert into public.unit_conversions_generic(from_unit, to_unit, factor)
  values (t, f, 1/x)
  on conflict on constraint idx_unit_conv_generic_norm
  do update set factor = excluded.factor;
end
$function$
"
FUNCTION,upsert_unit_conv_product,"CREATE OR REPLACE FUNCTION public.upsert_unit_conv_product(p_product_id uuid, p_from text, p_to text, p_factor numeric)
 RETURNS void
 LANGUAGE plpgsql
AS $function$
declare
  f text := public.norm_text(p_from);
  t text := public.norm_text(p_to);
  x numeric := p_factor;
begin
  if p_product_id is null or f is null or f='' or t is null or t='' or x is null or x=0 then
    raise exception 'Paramètres invalides';
  end if;

  -- direct
  insert into public.unit_conversions_product(product_id, from_unit, to_unit, factor)
  values (p_product_id, f, t, x)
  on conflict on constraint idx_unit_conv_product_norm
  do update set factor = excluded.factor;

  -- inverse
  insert into public.unit_conversions_product(product_id, from_unit, to_unit, factor)
  values (p_product_id, t, f, 1/x)
  on conflict on constraint idx_unit_conv_product_norm
  do update set factor = excluded.factor;
end
$function$
"
FUNCTION,word_similarity,"CREATE OR REPLACE FUNCTION public.word_similarity(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$word_similarity$function$
"
FUNCTION,word_similarity_commutator_op,"CREATE OR REPLACE FUNCTION public.word_similarity_commutator_op(text, text)
 RETURNS boolean
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$word_similarity_commutator_op$function$
"
FUNCTION,word_similarity_dist_commutator_op,"CREATE OR REPLACE FUNCTION public.word_similarity_dist_commutator_op(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$word_similarity_dist_commutator_op$function$
"
FUNCTION,word_similarity_dist_op,"CREATE OR REPLACE FUNCTION public.word_similarity_dist_op(text, text)
 RETURNS real
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$word_similarity_dist_op$function$
"
FUNCTION,word_similarity_op,"CREATE OR REPLACE FUNCTION public.word_similarity_op(text, text)
 RETURNS boolean
 LANGUAGE c
 STABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$word_similarity_op$function$
"
TABLE,archetypes,CREATE TABLE archetypes AS SELECT * FROM archetypes LIMIT 0
TABLE,canonical_foods,CREATE TABLE canonical_foods AS SELECT * FROM canonical_foods LIMIT 0
TABLE,cultivars,CREATE TABLE cultivars AS SELECT * FROM cultivars LIMIT 0
TABLE,inventory_lots,CREATE TABLE inventory_lots AS SELECT * FROM inventory_lots LIMIT 0
TABLE,locations,CREATE TABLE locations AS SELECT * FROM locations LIMIT 0
TABLE,products,CREATE TABLE products AS SELECT * FROM products LIMIT 0
TABLE,recipe_ingredients,CREATE TABLE recipe_ingredients AS SELECT * FROM recipe_ingredients LIMIT 0
TABLE,recipe_steps,CREATE TABLE recipe_steps AS SELECT * FROM recipe_steps LIMIT 0
TABLE,recipe_tools,CREATE TABLE recipe_tools AS SELECT * FROM recipe_tools LIMIT 0
TABLE,recipe_utensils,CREATE TABLE recipe_utensils AS SELECT * FROM recipe_utensils LIMIT 0
TABLE,recipes,CREATE TABLE recipes AS SELECT * FROM recipes LIMIT 0
TABLE,reference_categories,CREATE TABLE reference_categories AS SELECT * FROM reference_categories LIMIT 0
TABLE,reference_subcategories,CREATE TABLE reference_subcategories AS SELECT * FROM reference_subcategories LIMIT 0
TABLE,storage_guides,CREATE TABLE storage_guides AS SELECT * FROM storage_guides LIMIT 0
TABLE,substitutions,CREATE TABLE substitutions AS SELECT * FROM substitutions LIMIT 0
TABLE,unit_conversions_generic,CREATE TABLE unit_conversions_generic AS SELECT * FROM unit_conversions_generic LIMIT 0
TABLE,unit_conversions_product,CREATE TABLE unit_conversions_product AS SELECT * FROM unit_conversions_product LIMIT 0
TABLE,utensils_catalog,CREATE TABLE utensils_catalog AS SELECT * FROM utensils_catalog LIMIT 0
TRIGGER,t_ua_inventory_lots,CREATE TRIGGER t_ua_inventory_lots BEFORE UPDATE ON public.inventory_lots FOR EACH ROW EXECUTE FUNCTION set_updated_at()
TRIGGER,t_ua_products,CREATE TRIGGER t_ua_products BEFORE UPDATE ON public.products FOR EACH ROW EXECUTE FUNCTION set_updated_at()
TRIGGER,trg_check_canonical_subcategory,CREATE TRIGGER trg_check_canonical_subcategory BEFORE INSERT OR UPDATE ON public.canonical_foods FOR EACH ROW EXECUTE FUNCTION check_canonical_subcategory_match()
TRIGGER,trg_check_canonical_subcategory,CREATE TRIGGER trg_check_canonical_subcategory BEFORE INSERT OR UPDATE ON public.canonical_foods FOR EACH ROW EXECUTE FUNCTION check_canonical_subcategory_match()
TRIGGER,trg_set_open_expiration,CREATE TRIGGER trg_set_open_expiration BEFORE INSERT OR UPDATE ON public.inventory_lots FOR EACH ROW EXECUTE FUNCTION set_open_expiration()
TRIGGER,trg_set_open_expiration,CREATE TRIGGER trg_set_open_expiration BEFORE INSERT OR UPDATE ON public.inventory_lots FOR EACH ROW EXECUTE FUNCTION set_open_expiration()
TRIGGER,trg_updated_at_archetypes,CREATE TRIGGER trg_updated_at_archetypes BEFORE UPDATE ON public.archetypes FOR EACH ROW EXECUTE FUNCTION set_updated_at()
TRIGGER,trg_updated_at_canonical_foods,CREATE TRIGGER trg_updated_at_canonical_foods BEFORE UPDATE ON public.canonical_foods FOR EACH ROW EXECUTE FUNCTION set_updated_at()
TRIGGER,trg_updated_at_cultivars,CREATE TRIGGER trg_updated_at_cultivars BEFORE UPDATE ON public.cultivars FOR EACH ROW EXECUTE FUNCTION set_updated_at()
