source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
28902,117.0,20.5,0.77,3.52,2.97,0.76,,,,,,,,,,,,62.0,14.0,,1.36,1.42,0.57,,,,,,,,1090.0,1.5,
28905,238.0,21.6,0.3,16.8,3.5,,,,,,1.96,,,,,,,62.0,7.0,0.083,5.98,7.88,1.81,,,,,0.03,0.12,3.75,,0.87,
28906,119.0,20.3,1.03,3.66,2.77,0.82,0.4,0.3,0.3,,0.24,0.012,0.22,0.8,0.032,,,57.0,20.0,0.2,1.24,0.98,0.3,0.05,0.05,0.05,,,0.026,0.49,1130.0,0.8,6.0
28907,121.0,20.8,0.74,3.83,1.48,0.74,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,
28910,125.0,19.5,1.7,4.5,3.74,1.7,,,,,,,,,,,,,,,1.78,,,,,,,,,,1330.0,,
28911,121.0,18.0,1.93,4.5,4.16,1.35,,,,,0.43,,,,,,,48.0,11.0,0.13,1.4,2.31,0.58,,,,0.018,0.012,0.054,0.89,1670.0,1.08,
28912,137.0,19.4,0.55,6.3,3.98,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
28913,114.0,19.6,1.61,3.24,3.03,1.32,,,,,,,,,,,,,10.0,,1.18,1.07,0.19,,,,,,,,1040.0,,
28917,182.0,20.3,1.4,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28922,121.0,17.9,2.08,4.46,2.06,1.69,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,
28924,123.0,13.7,3.58,5.98,4.32,,,,,,,0.035,0.59,,,,,,,,,2.17,0.68,,,,,,,,1730.0,,
28925,115.0,20.0,1.08,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28929,132.0,18.0,1.58,5.88,2.2,1.25,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,
28960,162.0,23.2,0.4,7.52,2.65,0.4,,,,,0.83,0.038,0.56,2.47,0.072,,,,,,2.93,2.47,,,,,0.0072,0.0054,0.065,1.19,,,
28963,106.0,20.7,1.39,1.79,2.99,1.13,0.5,0.2,0.2,,0.095,0.027,0.28,0.5,0.024,0.0043,0.0071,57.8,6.3,0.04,0.54,0.61,0.39,0.00071,0.00071,0.00071,0.00071,0.0057,0.0099,0.3,1150.0,0.34,20.0
28964,104.0,20.9,1.29,1.67,3.05,1.08,0.3,0.2,0.2,,0.1,0.032,0.39,0.47,0.017,0.0015,0.003,39.3,7.1,0.04,0.54,0.57,0.46,0.00076,0.00076,0.00076,0.00076,0.003,0.011,0.36,1140.0,0.35,20.0
28800,225.0,25.9,0.76,13.2,6.57,0.75,0.3,,0.3,,2.28,0.1,1.24,5.05,0.059,0.001,0.004,72.2,10.4,0.079,5.09,6.07,1.57,,,,0.017,0.01,0.15,2.63,3210.0,0.97,1.2
28801,246.0,24.2,0.98,16.1,5.74,0.53,0.15,,0.15,,1.03,0.11,1.44,5.95,0.064,,0.0025,88.0,5.16,0.1,6.72,7.12,1.8,,,,0.008,0.015,0.2,3.46,,0.9,5.0
28802,192.0,26.3,0.3,9.5,6.32,0.3,,,,,,,,4.55,,,,66.4,,,3.47,4.55,1.03,,,,,0.015,0.18,3.05,3280.0,1.4,1.2
28804,142.0,27.7,0.1,3.4,5.4,,,,,,,0.02,0.29,0.94,0.04,,,,,,0.71,1.21,0.4,,,,,,0.03,0.49,,,
28811,228.0,28.0,0.63,12.6,6.3,0.5,0.3,,0.3,,,0.076,1.17,5.79,0.065,0.0014,,,,,4.93,5.79,1.31,,,,,0.01,0.2,3.57,2720.0,,
28812,230.0,28.7,0.48,12.6,7.33,0.33,0.3,0.3,0.3,,,0.039,1.08,,,,,,,,4.99,5.87,1.12,,,,,,,,,,
28844,248.0,27.2,0.3,15.4,5.83,0.3,,,,,,,,,,,,,16.0,,5.42,7.69,1.53,,,,,,,,,0.7,
28845,235.0,30.4,0.76,12.3,5.02,0.36,0.3,,0.3,,,0.065,1.21,,,,,,,,5.2,5.29,1.27,,,,,,,,,,
28850,284.0,25.0,1.0,20.0,4.5,0.5,,,,,1.94,0.063,1.61,5.92,0.057,,,,,,6.83,5.92,,,,,0.014,0.014,0.2,3.46,,,12.0
28858,342.0,20.2,0.75,28.8,4.7,0.43,0.2,0.2,0.2,,4.36,0.15,2.95,11.7,0.066,0.01,0.01,75.2,6.2,0.06,12.5,11.7,3.17,0.01,0.01,0.01,0.028,0.028,0.43,7.67,2190.0,0.71,20.0
30300,418.0,24.2,2.41,34.5,6.46,1.2,,,,,4.18,0.21,3.04,13.7,0.098,0.0078,0.016,99.4,14.4,0.099,11.3,14.2,3.73,,,,0.03,0.023,0.37,6.68,3000.0,1.27,7.0
30301,417.0,28.7,1.79,32.3,5.89,1.4,0.13,1.15,0.1,,4.15,0.27,3.42,11.8,0.07,0.01,0.01,99.3,15.8,0.4,12.2,14.6,4.06,0.01,0.01,0.01,0.02,0.03,0.42,7.38,2990.0,1.68,4.1
30302,366.0,27.7,1.65,27.6,5.45,1.65,,,,,3.72,0.2,2.54,,,,,100.0,20.0,0.3,10.9,12.6,3.18,,,,0.02,0.02,0.36,6.59,,1.6,
30304,380.0,24.2,1.79,30.7,5.43,1.46,,,,,4.18,0.17,3.0,12.7,0.065,,,97.7,44.0,0.3,11.8,13.7,3.74,,,,0.033,0.029,0.4,7.0,2850.0,1.2,36.2
30309,451.0,27.3,1.7,37.1,4.74,1.21,,,,,,,,,,,,,,,14.5,16.4,4.51,,,,,,,,,,7.0
30311,477.0,27.7,1.78,39.7,5.24,1.04,,,,,,,,,,,,,,,14.1,15.4,8.35,,,,,,,,,,
30005,282.0,18.8,0.8,22.4,2.94,0.4,0.4,0.2,0.2,0.5,2.81,0.27,2.61,8.51,0.07,0.01,0.01,75.2,19.0,0.07,8.27,9.91,3.17,0.01,0.01,0.01,0.01,0.02,0.27,5.06,1150.0,0.79,20.0
30011,274.0,18.8,,22.1,2.9,,,,,,2.82,0.18,2.45,9.31,0.13,0.042,0.052,88.5,11.5,0.1,8.2,9.94,2.96,0.021,0.021,0.021,0.025,0.032,0.33,4.83,,0.9,8.0
30050,323.0,14.7,0.6,29.1,1.72,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,1.2,6.0
30051,273.0,15.4,5.25,21.2,1.7,,,,,,2.55,,,,,,,72.0,14.0,0.045,7.87,9.44,1.91,,,,0.01,0.02,0.33,4.77,,0.88,
30052,309.0,11.8,4.4,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102,,16.8,,30.7,2.52,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,1430.0,,
30104,397.0,16.0,1.0,36.6,2.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
30105,319.0,17.3,1.0,27.3,3.17,0.75,,,,,3.43,0.28,2.77,12.0,0.078,,,78.0,29.9,0.1,10.5,12.0,,,,,0.025,0.027,0.37,6.65,1340.0,0.5,29.7
30108,323.0,15.2,,29.1,2.64,,,,,,3.75,0.25,3.33,11.9,0.08,,,77.3,8.4,0.1,12.2,11.9,3.66,0.03,0.03,0.03,0.028,0.042,0.46,6.83,,0.8,9.0
30110,327.0,13.2,1.0,30.0,2.64,1.0,,,,,3.34,0.24,2.95,8.6,0.15,0.042,0.052,65.9,28.9,0.069,11.3,13.2,3.7,,,,0.00096,0.017,0.34,6.04,,0.9,7.0
30115,253.0,15.8,1.0,20.6,2.8,0.32,,,,,2.56,0.17,1.8,8.44,,,,55.5,20.0,0.8,7.61,8.75,2.24,,,,0.02,0.024,0.28,4.61,1510.0,0.48,7.0
30125,,19.0,,24.9,3.42,,,,,,2.86,0.17,,,,,,84.6,18.3,0.1,8.56,10.1,2.57,0.05,0.05,0.05,0.022,0.022,0.32,5.26,1500.0,2.2,2.0
30130,231.0,16.8,1.19,17.7,1.76,0.9,,,,,,,,,,,,,8.0,,6.2,,,,,,,,,,,,
30131,236.0,14.0,1.82,18.9,2.42,1.01,0.45,0.56,0.1,,0.95,0.44,3.42,7.27,0.03,0.01,0.01,,,,5.34,8.69,3.97,0.01,0.01,0.01,0.01,0.19,0.21,3.93,,,
30134,271.0,13.7,1.24,23.4,2.55,1.0,0.28,0.3,0.3,,2.92,0.21,2.62,10.1,0.076,,,73.1,16.5,0.18,9.0,10.4,2.91,,,0.019,0.023,0.026,0.33,5.68,,0.91,14.0
30150,316.0,13.5,2.5,28.0,2.78,2.0,,,,,,,,,,,,,22.1,0.083,11.2,,,,,,,,,,,,7.0
30152,,11.0,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,,
30153,,11.5,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.0,,
30154,,14.6,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30155,283.0,19.8,1.8,21.8,3.93,1.6,,,,,3.04,0.17,0.53,8.0,0.053,0.038,0.019,71.4,38.0,0.081,12.0,8.0,0.81,0.022,0.022,0.022,0.021,0.042,0.72,5.85,,2.04,25.0
30156,315.0,14.0,2.8,27.6,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30176,374.0,11.7,0.9,35.9,2.5,0.9,,0.9,,,,,,,,,,128.0,41.0,,12.0,15.1,2.93,,,,,,,,1340.0,5.3,
30177,,18.0,,30.0,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30742,291.0,12.4,1.39,25.9,2.73,1.06,0.93,,0.3,,3.11,0.22,2.75,10.8,0.017,0.0013,0.0027,73.1,23.7,0.065,10.9,10.8,3.01,0.05,0.05,0.02,0.025,0.028,0.35,6.06,1140.0,1.12,7.0
30746,290.0,12.7,1.46,25.9,2.57,1.09,1.04,,0.15,,3.17,0.23,2.71,9.94,0.071,,,64.7,31.6,0.1,9.59,12.0,3.18,,,,0.024,0.033,0.37,5.83,1210.0,0.65,14.0
30750,,10.3,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30764,224.0,15.7,1.0,17.5,2.06,0.7,,,,,,,,,,,,,,,6.8,,,,,,,,,,1280.0,,
30766,,13.0,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30778,,15.3,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30780,281.0,17.3,0.88,23.0,3.02,0.65,,,,0.063,2.9,0.22,2.25,9.2,0.073,0.022,0.022,78.5,20.8,0.066,9.44,9.83,2.68,0.012,0.012,0.011,0.02,0.033,0.39,5.36,,1.15,11.4
8120,346.0,16.0,14.1,25.0,1.51,1.0,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,
8125,356.0,14.0,7.42,30.0,1.93,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
8201,358.0,10.1,1.45,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,,15.2,,28.6,0.22,0.52,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
8211,323.0,15.5,1.5,28.2,2.18,0.62,0.28,0.25,0.1,,3.49,0.39,2.96,10.7,0.18,0.01,0.02,148.0,12.3,0.92,10.4,12.5,3.89,0.01,0.01,0.01,0.02,0.03,0.37,6.33,,6.1,10.0
8214,363.0,11.0,2.88,34.0,1.67,1.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
8232,320.0,13.2,4.44,27.1,2.09,1.3,,,,,2.93,0.25,2.81,11.0,0.16,0.01,0.03,161.0,23.0,0.62,9.91,12.4,3.49,0.01,0.01,0.04,0.05,0.06,0.4,6.3,900.0,5.2,20.0
8240,247.0,16.3,0.00027,20.2,2.09,,,,,,,,,,,,,74.8,12.5,,8.8,,2.2,,,,,,,,,3.05,4.0
8242,281.0,16.5,5.67,21.2,1.84,0.95,,,,,,,,,,,,,,,7.9,,,,,,,,,,1100.0,,
8245,284.0,15.0,4.0,23.0,1.53,2.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
8250,329.0,12.6,5.93,28.1,1.91,1.95,,,,,,,,,,,,,,,10.6,,,,,,,,,,1220.0,,
8300,341.0,13.0,2.4,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,355.0,10.8,2.91,33.3,2.09,1.38,0.3,0.3,0.1,,4.25,0.33,3.32,11.4,0.18,0.002,0.005,127.0,11.0,0.49,11.6,13.5,4.2,0.05,0.05,0.05,0.03,0.029,0.39,6.9,,6.08,30.2
8312,322.0,11.1,10.3,26.1,1.99,2.18,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,
8313,287.0,12.0,3.39,24.9,2.53,1.89,1.2,,0.3,,3.49,0.21,2.5,9.44,0.16,0.0011,0.0044,132.0,18.5,0.42,9.34,11.3,3.17,,,,0.03,0.03,0.32,5.46,,4.02,
8315,395.0,10.1,7.07,36.1,1.87,2.05,0.53,0.6,0.3,,,0.37,5.67,,,,,,,,13.7,13.1,6.18,,,,,,,,,,
8316,269.0,13.8,1.96,22.9,1.53,0.81,,,,,1.02,,,,,,,391.0,10.0,0.18,7.12,8.87,3.98,,,,,,0.09,2.79,,9.19,10.0
8326,459.0,11.4,4.67,43.8,3.05,,,,,,4.58,,,,,,,150.0,70.0,0.4,14.5,25.6,0.84,,,,,0.03,0.29,9.45,,5.5,
8332,325.0,13.6,4.61,27.9,2.09,1.23,0.31,0.29,0.14,,3.35,0.34,3.06,10.2,0.16,0.01,0.016,145.0,14.0,0.68,10.4,11.9,3.84,0.05,0.032,0.022,0.039,0.044,0.4,6.03,,5.58,15.1
8391,292.0,11.0,22.9,17.1,2.15,3.47,0.36,,0.69,,2.23,0.15,1.49,5.31,0.059,0.01,0.016,60.4,19.7,0.1,8.33,6.44,1.85,0.35,0.2,0.11,0.17,0.15,0.67,4.47,947.0,1.1,6.0
8000,390.0,14.3,0.2,36.9,1.75,,,,,,4.96,0.32,,,,,,76.2,,,14.6,16.4,4.87,0.05,0.05,0.05,0.036,0.036,0.54,8.91,,1.0,
8001,414.0,16.7,0.13,38.3,1.61,0.2,0.2,0.2,0.2,,5.28,0.31,4.03,14.0,0.09,0.01,0.02,84.1,6.9,0.06,15.2,16.4,4.87,0.01,0.01,0.01,0.03,0.04,0.52,9.12,604.0,0.91,20.0
8010,522.0,18.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,420.0,15.6,4.7,37.6,1.89,0.13,,,,,,0.3,3.66,,,,,,,,14.8,16.3,4.29,,,,,,,,810.0,,
8025,417.0,14.7,,39.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,377.0,15.3,1.03,34.6,1.82,,,,,,2.72,0.31,4.23,15.0,0.1,0.01,0.02,131.0,140.0,0.1,11.2,16.8,4.9,0.01,0.01,0.01,0.01,0.02,0.27,8.04,742.0,1.6,20.0
8030,364.0,14.9,0.99,33.4,1.77,,,,,,2.29,0.32,3.9,15.8,0.09,0.01,0.01,101.0,10.0,0.11,9.82,17.5,4.46,0.01,0.01,0.01,0.01,0.02,0.18,7.23,751.0,1.0,20.0
8040,340.0,16.4,0.49,30.3,1.97,0.36,,,,,,,,,,,,,,,10.7,14.4,4.25,,,,,,,,,,
8903,165.0,3.52,15.6,9.5,1.17,0.94,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,
8910,187.0,9.3,14.1,10.1,0.74,1.2,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,
8912,138.0,3.55,10.3,8.92,1.1,1.92,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,
8932,135.0,3.79,10.5,8.51,1.4,0.97,0.3,,0.23,,,0.048,0.52,,,,,,,,3.95,3.6,0.56,,,,,,,,,,
8933,245.0,8.1,23.6,12.7,1.2,1.9,0.3,,0.58,,0.63,0.24,0.75,,0.012,0.012,0.012,50.1,27.7,0.09,8.2,2.92,0.99,0.12,0.085,0.054,0.13,0.16,0.51,2.21,,0.84,
8934,,5.72,,13.1,1.25,,,,,,1.05,0.092,1.13,3.48,0.037,0.015,0.031,24.9,27.7,0.08,6.03,3.48,2.92,0.063,0.037,0.031,0.073,0.12,0.42,4.24,,0.71,12.6
8937,217.0,7.68,14.8,13.7,1.31,2.15,0.29,,0.71,,,,,,,,,,,,,,,,,,,,,,,,
8109,195.0,32.0,,7.4,2.69,,,,,,0.59,0.03,0.85,3.16,0.15,0.01,0.01,112.0,13.0,0.16,2.31,3.56,1.12,0.01,0.01,0.01,0.01,0.01,0.05,1.67,1220.0,2.3,20.0
8110,273.0,25.7,0.15,18.8,2.11,0.14,0.2,0.2,0.2,,2.13,0.034,1.17,3.27,0.37,,,132.0,5.3,0.1,7.26,8.89,1.78,0.01,0.01,0.01,0.01,0.01,0.071,2.49,,2.7,17.0
8111,364.0,21.9,0.55,30.5,5.63,0.55,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,
8321,535.0,8.41,2.32,54.6,1.53,1.71,0.52,0.3,0.3,,,0.06,0.61,,,,,1040.0,5.68,0.91,23.0,29.6,0.86,,,,,,,,,4.13,
8323,482.0,5.75,2.1,50.0,2.06,1.47,,,,,,,,,,,,395.0,1.7,0.8,19.7,26.6,0.73,,,,,,,,798.0,5.2,2.0
8324,489.0,6.88,2.43,50.1,1.67,1.41,0.6,,0.3,,7.94,0.053,0.61,,,,,,,,21.6,27.1,0.76,0.05,0.05,0.05,0.05,0.05,0.41,13.2,,2.1,
8325,479.0,6.39,2.0,49.5,1.38,1.2,,,,,,,,,,,,,,,20.2,26.4,0.55,,,,,,,,,2.1,
8328,600.0,5.94,1.41,63.4,0.54,1.14,,,,,,,,,,,,,10.0,,28.1,,,,,,,,,,,6.4,
8331,489.0,6.88,2.43,50.1,1.67,1.41,0.6,,0.15,,7.94,0.053,0.61,,,,,,,,21.6,27.1,0.76,0.025,0.025,0.025,0.025,0.025,0.41,13.2,,2.1,
8350,279.0,15.2,1.57,23.4,2.97,0.85,,,,,2.96,0.18,,,,,,,9.0,,9.78,10.7,2.87,0.025,0.025,0.025,0.023,0.023,0.32,5.53,1240.0,2.3,7.0
8373,258.0,17.7,0.7,20.2,2.5,0.7,,,,,,,,,,,,,,,7.8,,,,,,,,,,1560.0,,
8380,,11.5,,4.7,1.6,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,1.0,
8395,193.0,14.1,17.8,7.0,3.11,2.3,,,,,,,,,,,,48.4,21.3,0.063,2.38,3.66,0.63,,,,,,,,,0.96,6.12
8400,173.0,14.1,0.2,12.9,2.08,,,,,,1.28,0.091,1.28,6.2,,,,61.0,13.1,0.11,4.37,6.2,1.44,0.05,0.05,0.05,0.012,0.012,0.17,2.86,0.26,1.23,2.1
8406,185.0,8.22,1.02,16.3,2.15,0.62,0.28,0.2,0.2,,1.11,0.24,3.73,8.01,0.055,,,587.0,14.7,,4.0,9.88,,,,,0.013,0.013,0.12,2.27,,1.4,
8450,151.0,26.2,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,211.0,18.4,0.3,15.1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,,2.0
8501,234.0,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,271.0,22.5,,20.0,3.35,0.2,,,,,3.79,0.087,1.37,7.25,0.43,,,330.0,18.0,0.2,9.29,7.68,2.06,0.019,0.019,0.019,0.023,0.029,0.3,4.88,,2.4,24.0
8512,238.0,19.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,227.0,18.8,1.0,16.3,1.76,0.5,,,,,2.71,0.12,1.26,,,,,284.0,34.1,0.28,6.94,6.22,1.72,,,,0.014,0.02,0.22,3.84,,1.67,2.0
8551,303.0,24.5,1.0,22.3,3.48,0.2,,,,,3.5,0.2,2.27,7.76,0.25,,,344.0,35.6,0.2,11.1,8.37,2.85,0.02,0.02,0.02,0.02,0.02,0.58,6.84,,2.3,15.0
8552,254.0,19.7,0.5,19.0,2.4,0.5,,,,,3.08,0.12,1.75,,,,,310.0,26.1,0.2,7.91,6.93,2.3,,,,0.02,0.02,0.26,4.44,,2.8,
8703,313.0,12.2,4.5,27.1,1.85,1.12,,0.8,,,3.15,0.22,2.92,,,,,82.5,22.4,0.3,9.57,10.9,3.5,0.06,0.05,0.03,0.038,0.04,0.36,5.78,,17.4,5.0
8704,246.0,11.9,3.78,20.3,1.92,2.86,0.88,0.14,0.1,,2.44,0.29,2.19,7.87,0.04,0.01,0.01,73.8,27.2,0.1,7.46,9.13,2.72,0.01,0.01,0.01,0.02,0.02,0.27,4.59,1150.0,22.8,40.0
8705,246.0,11.3,4.02,19.4,2.01,2.6,0.88,0.14,0.05,,2.22,0.24,2.1,7.93,0.037,0.005,0.0091,70.1,32.2,0.05,7.2,8.96,2.72,0.005,0.0076,0.0056,0.022,0.024,0.28,4.45,834.0,16.1,38.5
8742,231.3,11.5,9.2,16.5,1.95,5.1,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,
8800,211.9,9.89,4.6,17.1,2.23,2.0,,,,,1.71,0.11,1.89,8.06,0.031,,0.019,61.4,43.8,0.1,6.6,8.56,,,0.014,0.0069,0.028,0.033,0.32,4.11,85.0,0.45,35.1
8801,,10.0,,21.0,2.01,3.64,,,,,,,,,,,,,,,7.89,9.61,2.54,,,,,,,,,,
8803,227.0,11.3,4.8,17.8,1.69,1.7,,,,,,,,,,,,,54.0,,7.4,,,,,,,,,,,1.9,
25610,167.0,11.3,1.0,13.1,1.59,0.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,
28501,270.0,16.6,1.01,22.1,4.15,0.78,0.78,0.15,0.15,,2.58,0.18,2.22,8.68,0.068,,0.004,60.7,20.0,0.35,7.91,10.4,2.74,,,0.12,0.018,0.019,0.28,4.89,,0.42,0.7
28502,303.0,15.6,0.79,26.1,4.18,0.75,0.39,0.3,0.3,,2.34,0.21,2.61,10.2,0.079,,,,,,9.39,12.1,3.16,,,,,0.025,0.36,6.56,,,
28503,165.0,31.6,,4.3,4.66,,,,,,,,,,,,,65.0,35.0,,2.04,1.91,0.15,,,,,,,,,7.1,
28504,324.0,23.8,2.0,24.5,4.56,,,,,,3.08,0.024,2.41,8.12,0.12,,,80.6,7.5,0.1,12.6,8.12,2.6,0.024,0.024,0.024,0.023,0.029,0.38,6.22,,0.5,12.0
28505,188.0,23.1,0.1,10.5,2.47,0.2,,,,,1.71,0.05,0.24,3.61,,,0.005,75.5,14.5,0.064,4.54,5.29,0.45,0.005,0.005,0.005,0.046,0.033,0.31,2.43,665.0,2.24,
28530,228.0,22.5,0.6,15.1,0.6,,,,,,1.8,,,,,,,82.0,21.0,0.006,5.39,6.86,1.61,,,,,0.01,0.2,3.38,,2.4,
28540,137.0,11.6,0.01,10.0,3.35,,,,,,0.7,0.028,0.64,5.16,,,,83.0,32.0,0.037,2.95,5.68,0.78,,,,,,0.12,2.08,,0.31,
28550,268.0,16.8,0.75,22.0,4.61,0.6,0.45,,0.3,,,0.13,2.59,,,,,,8.4,0.05,8.3,9.95,2.72,,,,,,,,3330.0,0.52,
28720,275.0,16.7,0.96,22.6,4.29,0.8,0.51,0.15,0.11,,2.85,0.19,2.38,8.7,0.071,,0.0036,60.1,18.2,0.1,8.0,10.4,2.92,0.05,0.05,0.05,0.02,0.019,0.27,4.84,1760.0,0.6,11.1
28725,261.0,14.7,0.8,22.1,3.78,0.8,0.27,0.2,0.53,,2.81,0.2,2.63,8.79,,,,55.5,10.0,0.054,8.25,9.52,2.98,,,,0.021,0.021,0.28,4.88,,0.82,
28860,209.0,38.9,1.0,5.47,5.5,1.0,,,,,0.72,0.011,0.087,1.25,,,,91.9,30.8,0.15,2.52,1.25,0.098,,,,,0.0052,0.14,1.47,2310.0,1.8,53.8
28927,137.0,17.7,3.5,5.68,1.3,1.4,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,
28976,110.0,22.0,1.28,1.73,2.0,0.97,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,
30315,433.0,23.5,3.05,36.1,4.24,2.01,,,,,4.25,0.29,5.3,15.3,0.14,,,,,,14.3,16.3,,,,,0.035,0.037,0.51,8.51,,,7.0
30316,476.0,20.9,2.6,41.9,5.13,2.6,1.2,1.2,0.2,,5.3,0.35,4.91,15.6,0.1,0.01,0.01,111.0,24.0,0.11,16.0,18.1,5.76,0.01,0.01,0.01,0.04,0.04,0.58,9.83,2480.0,1.8,30.0
30317,322.0,22.6,2.1,23.9,5.48,2.1,0.8,1.3,0.2,,2.83,0.21,3.28,8.79,0.07,0.01,0.01,75.0,28.0,0.1,8.8,10.2,3.79,0.01,0.01,0.01,0.02,0.03,0.33,5.45,2380.0,1.4,20.0
30350,451.0,17.7,1.05,41.8,4.71,0.2,0.2,0.2,0.2,,5.59,0.35,4.4,15.9,0.11,0.01,0.01,95.9,7.2,0.07,16.2,18.3,5.24,0.01,0.01,0.01,0.03,0.04,0.55,9.78,2310.0,1.0,20.0
30351,400.0,22.6,1.6,33.7,6.3,,,,,,3.56,,,,,,,79.0,13.0,0.16,11.9,16.0,3.74,,,,,,0.52,7.64,,1.3,
30352,351.0,21.5,1.56,28.8,5.02,0.61,0.27,,,,3.27,0.15,3.11,11.4,,0.004,0.007,98.5,19.5,0.23,10.4,12.9,3.71,,,0.002,0.048,0.026,0.49,6.33,,1.46,
30366,459.0,17.0,1.35,42.9,4.75,0.56,,,,,,,,,,,,75.0,,,15.4,17.8,5.3,,,,,,,,,,
30700,280.0,15.0,1.63,23.6,3.0,0.86,,,,,2.96,0.18,,,,,,,9.0,,9.92,10.7,2.87,0.05,0.05,0.05,0.023,0.023,0.32,5.53,1220.0,2.3,7.0
30701,322.0,13.8,1.3,29.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,,
30705,346.0,12.5,0.6,32.7,2.23,0.5,,,,,,,,,,,,,,,3.5,,,,,,,,,,1400.0,,
30706,288.0,13.7,0.6,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30707,309.0,14.7,22.6,17.4,2.64,3.8,0.5,0.2,0.8,,1.73,0.13,1.41,6.01,0.031,0.0081,0.016,86.4,19.0,0.09,8.6,6.37,1.58,0.18,0.11,0.065,0.15,0.16,0.65,4.25,1230.0,1.1,20.0
30730,278.0,11.9,1.56,24.8,2.92,0.63,0.5,,0.3,,2.75,0.27,3.28,9.91,0.045,,,66.8,32.6,0.11,9.37,9.91,4.34,,,,0.021,0.025,0.36,6.21,1340.0,0.5,37.9
30731,305.0,13.0,1.0,27.5,2.0,0.6,,,,,,,,,,,,,,,11.5,,,,,,,,,,,0.5,
30732,297.0,12.5,0.2,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.0,,
30789,305.0,15.0,1.4,26.7,2.97,,,,,0.016,3.33,0.089,2.32,11.5,0.038,,,72.5,36.5,0.1,10.6,11.5,,,,,0.025,0.025,0.39,6.42,1340.0,0.8,27.8
30790,298.0,14.8,1.55,25.8,2.58,1.0,,,,0.016,,,,,,,,70.0,19.0,,9.85,11.3,3.48,,,,,,,,,1.1,
30791,297.0,16.4,0.7,25.4,3.41,,,,,,3.23,,,,,,,56.0,18.0,0.06,9.51,11.4,3.12,,,,0.12,0.07,0.51,5.43,1570.0,1.4,
30797,320.0,14.4,1.16,28.2,2.88,0.48,,,,0.016,,,,,,,,,,,11.4,12.1,3.5,,,,,,,,1460.0,,
