source_id,calories_kcal,proteines_g,glucides_g,lipides_g
24015,,8.06,74.5,12.1
24016,,6.62,63.3,24.1
24017,,7.19,71.1,16
24030,,8.25,73.9,11.5
24031,,5.63,80.1,8.8
24034,,7.81,65.8,16.3
24035,,7.68,66.3,16
24036,,6.43,61.7,26.9
24037,,4.43,69.2,9.11
24038,,6.93,61.9,25
24039,,3.32,75.7,7.12
24040,,6.5,69.7,16.6
24041,445,7.44,67.7,15.7
24049,,6.4,64.8,22.7
24050,,6.64,61,25.3
24051,,7.39,60.9,22.8
24052,,6.65,60.2,25.8
24053,,6.84,63.7,23.5
24054,,5.93,67.6,19.3
24055,511,5.5,59.8,27.2
24056,514,9.31,50.7,28.7
24060,,7.42,56,30.7
24070,,7.1,66.5,20.1
24071,,8.38,59.4,22.9
24072,,5.85,66,21.1
24080,,6.63,61.2,24.6
24225,,5.36,71.2,18.6
24231,,6.7,67.9,18
24240,,6.64,73.3,17.4
24300,,9,76.8,8
24311,,6.38,57.2,29.8
24312,,7.31,59.6,26.4
24313,538,5.75,60.1,30.1
24320,,4.43,82.4,1.58
24360,,5.29,63,27.5
24370,,6.27,72.1,15.5
24371,,5.91,67.9,21.8
24430,,7.98,79.9,3.77
24441,,5.66,77.9,10.7
24520,,4.11,94.3,0.5
24615,471,7.8,68,18.1
24616,384,5.43,74.9,8.28
24659,,6.1,60.5,27.6
24660,,5.93,53.1,28.2
24678,341,4.44,74.4,2.1
24679,,4.7,71.3,14.2
24680,,4.25,79.3,1.92
24684,,6.47,59,25.9
24685,,7.5,80.4,5
24686,,3.23,69.5,10.6
24690,,20.8,43.8,18.5
32000,391,8,82.2,2.2
32001,408,8.13,70.4,8.9
32002,360,11.5,59.3,4.42
32003,398,7.78,75.3,6.08
32004,418,7.49,66.6,12.2
32005,377,7.4,83.2,0.87
32006,391,6.66,87,1.5
32008,386,10.7,64,6.75
32009,388,9.04,77.7,3.24
32011,388,8.48,80.1,2.64
32012,388,6.01,84.2,2.2
32013,386,7.73,79.6,2.93
32014,380,8.14,82.8,1.05
32016,433,7.81,69.2,13
32017,442,7.33,67.2,14.8
32018,419,8.42,64.7,13.3
32021,382,11.4,78.6,1.65
32022,394,7.5,73.9,5.9
32023,378,10.5,77.9,1.74
32025,394,8.91,75.5,4.93
32028,411,10.3,74.6,7.01
32029,378,10.5,78.7,1.4
32030,379,11.3,79,1.25
32031,401,7.51,75,6.77
32032,388,8.23,79.2,3.24
32107,379,4.4,88,0.6
32108,436,8.88,59.7,16.7
32109,442,8.57,63.2,16.7
32110,361,9.19,65.4,5
32111,460,5.67,68.4,17.3
32112,451,9.13,62.7,16.7
32113,400,10.7,61.6,11
32115,385,8.82,75.2,4.01
32116,338,14,49,3.5
32121,374,5.77,84.7,0.63
32123,386,10.3,67.9,6.3
32128,382,10.6,68.5,4.83
32129,393,5.71,86.2,2.35
32130,378,6.68,80.5,1.96
32131,390,6.22,83.2,2.82
32133,384,5.5,85.3,1.8
32134,385,7.42,76.8,3.85
32135,392,7.39,79.4,4.27
32136,,9.92,71.2,10.7
32138,369,9.5,61.7,6.9
32139,424,6.96,67.3,12.8
32140,370,11,58,7.7
32141,401,9.2,60.7,11.6
31100,382,7.06,79.5,3.2
31101,379,6.13,72.8,6.53
31102,418,5.99,72.9,10.9
31104,386,5.9,65.3,11.2
31106,451,6.55,73,14.9
31113,377,5.49,73.5,7.07
31114,444,8.69,60.6,18.2
31115,,5.7,70.4,11.8
19688,169,2.83,23.6,3.86
23000,,5.27,53.5,17.8
23005,,5.44,26.1,24.9
23006,,4.13,34.2,19
23007,,3.87,31.6,12.2
23008,,5.19,39.6,24
23009,,3.31,26.7,15.5
23021,,2.25,36.3,9.9
23022,,5.31,59.4,3.7
23024,,10,49.7,21.2
23030,,4.2,30.7,19.7
23032,458,5.94,50.6,25.4
23033,,4.46,53.7,24.1
23050,,5.9,56.3,0.8
23080,,5.94,46,25.6
23081,,5.94,48.2,23.9
23082,,5.38,54.7,14.9
23103,,5,54,21.3
23121,,5.13,32,8
23122,,5.81,48.7,25.1
23200,,2.94,71.5,1.1
23220,,4,76,2.5
23300,,10.4,49.2,24.5
23301,,8.55,60.2,22.1
23455,,4.5,25.2,22.9
23456,,4.63,22.9,26.4
23457,,4.31,34.9,7.3
23477,,5.78,31.6,11.8
23479,,2.94,30,7.7
23481,313,4.44,38.7,15
23485,,5,42.7,20.9
23490,,2.52,32.7,8.79
23491,,3.19,31,19.8
23493,,2.19,33.8,9.5
23494,,3.18,41,10.7
23495,,3.5,38.5,6.87
23496,,2.31,37.1,9.3
23497,,5.94,40.9,30.7
23499,,3.72,46.9,10.6
23525,,3.76,29.2,11.3
23531,,5.16,28.2,6.64
23585,,5.74,54.6,21.6
23586,,6.19,48.2,24
23588,,5.87,51.8,21.4
23589,,6.17,27,11.6
23594,,5.7,57.6,14.4
23680,,5,29.8,23.3
23684,,7.6,33.4,30
23799,,6.49,40,7.21
23800,,8.5,58.1,14.1
23801,,5.95,30.1,1.51
23802,,4.03,57.4,13.3
23803,,4.3,63.3,13.5
23815,,6.62,58.7,15.8
23820,,6.51,54,5.74
23821,,8.1,54.3,14.6
23829,,6.43,58.7,20.4
23830,,5.35,66.7,6.6
23849,455,4.56,67,18.3
23850,,8,36.1,13.4
23851,,7.1,52.5,25.2
23852,,6.1,55.9,23.9
23853,,5.18,66.4,17.9
23854,,6.9,70,16
23880,404,7.25,39.4,23.7
23881,378,6.36,45.6,18.7
23884,362,5.65,47.6,16
23885,420,7.31,45.9,22.5
23900,,5.04,44,17.2
23909,360,4.19,55.2,12.6
23925,,5.76,50.5,23
23930,,5.13,63.9,16.3
23937,,4.61,61.6,14.8
23938,,6.2,48.8,25.5
23939,,5.31,60.7,21.7
23940,,5.46,53.3,20.8
23941,,4.41,64.2,6.5
23950,,5.59,48.9,23.4
24630,,5.6,52.6,25.5
24631,,6.06,51.5,24.9
24632,,5.2,53.5,25.2
24663,,4.9,37.7,14.9
24664,,9.1,44.3,27.4
24665,,5.78,60.1,17.3
24666,,3.88,43.7,11.3
39500,,2.7,32.2,12
31035,359,5.12,35.8,21.4
39503,328,3.42,33.4,19.8
39509,,3.51,37.8,13.5
39515,,2.55,26.1,8.4
39517,,3.45,22.7,2.2
39520,,3.05,29,10.7
39521,,4.21,24.2,17.9
39522,,4.2,38.5,20.2
39523,,3.21,26.7,12.7
39527,,2.87,24.9,6.21
39531,,1.87,25.2,5.94
31013,,0.28,25.7,0.32
39524,,0.47,29.6,0.78
39525,,,27,2.5
39526,,0.067,20.8,0.2
39528,,2.08,39.3,6.74
23472,286,5.38,31.4,14.9
39401,119,2.06,18.8,3.62
39502,275,3.18,40.5,10.7
39512,230,2.57,32.6,9.7
39516,262,2.71,26.2,16.1
39518,212,3.6,34.8,6.5
39519,196,2.74,23.5,9.57
39529,263,4.93,25.3,15.2
39530,133,0.14,29.1,1.77
39532,220,3.04,28.6,10
39533,226,2.47,30,10.4
39534,163,0.91,32.2,3.36
16400,753,0.7,0.9,82.9
16401,,0.28,0,99.9
16402,738,0.72,0.55,81.4
16403,732,0.5,0.68,80.8
16404,755,0.7,0.5,83.4
16410,550,0.56,0.7,60.6
16411,555,0.9,0.5,61
16412,368,0.33,3.73,38.9
16413,727,0.73,0.55,80.2
16414,741,0.69,0.99,81.5
16415,391,0.5,3.6,41.7
16712,247,0.4,3.8,25.6
16713,201,0.5,6.2,19.1
16030,900,0,0,100
16040,900,0,0,100
16060,900,0,0,100
16080,899,0.5,0,99.8
16110,900,0,0,100
16128,900,0,0,100
16129,900,0,0,100
16150,900,0,0,100
16200,900,0,0,100
17001,900,0.21,0,99.9
17020,900,0,0,100
17030,900,0,0,100
17040,900,0.5,0,99.9
17100,900,0,0,100
17110,900,0,0,100
17126,900,0,0,100
17130,900,0,0,100
17170,900,0,0,100
17180,900,0,0,100
17190,900,0,0,100
17210,900,0,0,100
17220,900,0,0,100
17270,900,0.5,0,99.9
17325,900,0,0,100
17350,900,0,0,100
17390,900,0,0,100
17400,900,0,0,100
17420,900,0,0,100
17440,901,0.5,0,100
17700,896,0,0,99.5
17701,900,0,0,100
17900,889,0,0,98.7
16614,722,0.5,0.5,80
16615,726,0.39,0.3,80.4
16616,631,0.13,0.24,70
16654,548,0.5,0.55,60.6
16719,608,0.16,0.24,67.4
16725,532,0.28,0.24,58.9
16733,366,1.44,3,38.6
16734,358,0.9,3.05,38
16736,349,0,0,38.8
16737,521,0.15,0.18,57.8
16738,523,0.2,0.2,58
16739,548,0.5,0,60.8
16740,491,0.083,0.12,54.5
16741,536,0.5,0.18,59.3
16742,325,0.1,2.5,35
16743,490,0.4,0.6,54
16744,481,0.4,0.6,53
16745,397,1.69,5.6,40.9
16746,370,1.5,5.6,38
17630,900,0,0,100
17640,900,0,0,100
17645,900,0,0,100
17650,900,0,0,100
16520,896,0,0,99.5
16530,810,2.92,0,88.7
16540,898,0,0,99.8
16550,898,0,0,99.8
16560,898,0,0,99.8
16570,898,0,0,99.8
17999,0,0,0,0
11184,,1.3,6.04,25.7
11008,99,1.27,21.4,0.19
11051,,0.99,4.6,55
11054,,1.36,2.62,75.2
11073,,1.21,14.6,0.11
11079,,0.93,8.98,29.9
11100,136,0.56,30.3,0.6
11104,45.5,7.08,3.64,0.1
11108,,0.53,4.54,52.8
11109,,0.5,2.39,26.4
11110,,0.54,4.56,52.4
11112,,2.72,7.3,2.9
11120,,1.25,7.85,43.9
11157,,1.66,3.3,22.8
11166,,3.64,5.04,6.91
11167,,1.42,9.48,41.8
11168,,1.13,4.7,41
11187,,0.86,5.3,30.9
11194,81.2,9.3,10.9,0
11196,,1.06,13.3,33.8
11198,,0.76,7.26,14.3
11203,,1.1,9.15,27.6
11205,,1.1,1,41.4
11212,,0.69,5.8,49.3
11213,,0.86,5.73,31.6
11215,218,2.19,6.8,19.2
11216,,2.88,,0.5
11217,135,1.38,31.2,0.5
11219,68,3.56,5.05,3
11301,,3.82,16,1.06
19863,,6.19,3.8,10.9
19864,,6.87,3.28,11.1
25620,,2.18,5.85,16.5
25621,,8.2,7.1,23.9
25624,,0.71,4.3,21
11101,,2.56,6.2,7.4
11102,,0.88,4.52,47.7
11105,,1.19,4.58,19.8
11107,,1.52,7.69,4.18
11111,,2.1,3.95,6.6
11114,,4.22,7.27,4.81
11115,,1.3,5.3,6.1
11121,,0.6,3.6,2.2
11122,,1.7,11.9,5.53
11128,,5.17,4.7,12.8
11129,,1.21,4.66,1.61
11132,77.4,1.02,10.6,3.16
11140,,1.13,3.4,21.4
11143,,3.84,8.97,10.6
11158,,2.2,5.2,17.9
11159,,1.08,5.9,5.55
11160,,3.2,6.3,6.26
11161,,1.16,6.2,5.75
11162,,1.09,5.5,5.49
11163,,0.55,20.1,0.2
11164,,0.81,7,2.22
11170,63.1,1.17,7.41,2.71
11177,,1.79,7.78,2.68
11178,,1.41,7.5,7.32
11179,370,3.94,6.6,35.4
11182,,1,4.8,14.8
11189,,3.11,4.24,9.53
11191,,2.85,4.4,10.9
11192,,1.38,6.2,5
11199,,1.5,8.45,7
11202,,2.6,14.3,1.7
11207,,1.54,7.57,2.9
11208,,3.94,8.09,14.2
11210,,4.8,8.58,27
11218,,2.66,7.03,7.45
11302,,1.3,1.7,15
25600,113,0.94,3.14,10.2
51502,,1.13,0.2,21
11300,277,3.8,26.2,16.8
39700,105,3.44,16.7,2.5
11004,19.4,1.06,0.78,0.6
11013,152,6.92,4.33,11.2
11018,22.6,0.04,0.62,0.1
11021,142,6.6,2.2,9.9
11040,,2.18,3.5,0.86
11043,,1.3,2.6,23
11055,,0.56,2.5,0.2
11090,,0,0.93,0
11091,125,0.69,25.8,0.6
11097,36,1.25,5,0.35
11220,21.6,0.5,,0
13032,,1.38,0.1,17.2
13033,155,1.31,,15.7
13131,332,2.19,0.1,33.3
13147,,2.09,0.61,15.2
13184,162,1.39,0.043,16.5
13186,,1.49,0.05,19.5
11001,240,10.2,19.7,13.3
11169,343,8.5,59.5,7.4
11171,341,7.4,66.3,4.9
11172,260,5,7,23
11174,233,11.3,20.8,11.5
11175,248,44.5,17,0.2
11176,11.3,2,0.8,0.01
11304,40.9,3.15,2.4,2.05
25525,38.5,2.12,3.2,0.73
25918,213,10.3,17.7,11.1
25970,212,11.6,28.9,5.4
25971,197,10.8,30.9,3.1
11017,0,0,0,0
11044,49,1.81,4.14,2.53
11058,0,0,0,0
11082,0,0,0,0
11083,0,0,0,0
11096,0,0,0,0
11005,301,14.5,2.63,14
11006,335,8.98,58.3,4.24
11015,330,13.3,39.5,7.5
11019,310,11.4,48.3,2.11
11025,243,3.87,27.5,1.22
11026,346,12.4,13,17.8
11039,352,11.4,61.5,5.85
11042,427,17.8,33.7,22.3
11048,507,5.3,28.5,36.3
11049,319,14.1,19.1,12.9
11052,335,5.97,31.6,13
11053,353,7.61,48.6,8.36
11056,348,6.09,50.5,8.69
11061,551,19.7,13.7,43.1
11064,334,19.8,11.9,14.6
11065,240,0.05,2.41,0
11066,326,15.7,12.5,14.9
11074,32.9,1.1,3.4,1.1
11075,321,10.8,40.5,6.7
11077,350,27.1,33.8,6.41
11081,346,12.3,37.7,10.4
11088,376,12,29.4,17.3
11089,291,9.68,44.4,3.25
11098,57.7,0.03,14.4,0
11000,111,5.31,18.6,0.5
11002,39.9,3.72,3.63,0.6
11003,29.7,2.57,2.1,0.52
11014,43,3.71,3.48,0.63
11016,,7.5,13,0.7
11027,57.6,3.52,5.3,0.84
11033,34.8,3.35,2.55,0.47
11068,121,3.31,6.6,5.86
11069,36.7,4,0.97,0.5
11070,107,5.56,10.5,1.68
11080,49.4,3.58,4.15,0.8
11092,44,3.8,4.1,
11093,48.2,3.93,3.9,1.1
11094,22.3,2.13,0.87,0.52
11306,127,5.56,23.8,0.5
11307,130,6,22,0.4
11023,344,16.7,62.8,0.77
11024,291,29,16.8,5.34
11029,283,19.9,22.2,6.03
11032,244,23,10.1,4.07
11034,276,12.7,20.3,7.04
11035,265,9,26.4,4.28
11036,328,4.88,21.5,15.2
11037,320,10.6,20.4,12.8
11038,285,9.11,26.9,7.43
11060,283,11.5,23,7.2
11062,264,6.73,23,5.91
51500,239,23,12.7,1.8
11084,,0.54,6.25,0.03
11085,,4.36,,0.3
11086,,57.5,20.3,7.72
20984,184,14.1,5.7,2.51
20985,206,15.9,13.8,2.03
20986,204,10.3,23.6,1.07
20987,255,31.5,10.5,1.63
20988,227,17.2,22.6,1.33
20990,224,8.38,24.2,2.65
20991,217,9.51,25.6,1.13
20992,239,10.1,28.3,2.63
20993,243,16.5,18.8,3.54
20994,194,7.41,15.7,1.33
20995,224,13.7,18.8,2.47
20996,234,16.6,21.5,2.3
20998,211,7.22,18.5,2.78
20999,187,12.3,6.28,1.53
18350,,0.05,5.26,0.14
42000,96.8,6.43,11.1,2.75
42003,90.6,6.79,10.4,2.45
42004,82,6.09,10.1,1.73
42005,87,6.19,10.2,2.28
9621,279,15.4,23.6,4.35
9640,359,15.8,51,6.48
9641,226,8.36,6.65,0.92
9643,398,13.9,28.1,20.9
9647,344,15.7,46,6.09
9660,375,27.2,35.1,9.5
11007,348,86.9,0,0.1
11009,334,40.4,21.8,4.5
11010,,8.23,11.9,1.9
11045,,44.5,17.9,6.37
11046,,1.96,33.2,0.2
11214,,3.25,2.03,14.7
11507,0.4,0.1,0,0
20906,54.3,4.57,1.53,2.9
20916,,10.7,18.1,5.31
20918,,0.5,18.4,0.5
20919,,0.34,15,0.5
20920,,0.5,13.7,0.5
20924,60.7,0.5,14.6,0.3
31047,278,0,62,0
31108,,13,14,4
31109,358,21.9,52.5,4.2
31111,285,17.5,37.7,5.17
37000,261,7.7,51.1,2.6
37002,232,6.9,44.6,2.7
42200,779,0,8,83
3000,496,10.9,55,25.3
3002,484,11.6,56.3,23.2
13159,,0.5,9.5,0.5
13160,,0.5,5.8,0.5
13161,82.1,2.14,11.6,2.83
13162,67.6,1.75,7.7,3
13163,83.7,1.98,12.1,2.7
13169,84.2,2.36,11.6,2.8
13170,86.3,2.23,12.6,2.78
13171,75.5,1.85,10.4,2.6
13172,,,23.6,8.93
13173,85.5,1.9,12.7,2.89
13182,86.3,2.22,12.6,2.78
19012,60.9,1.28,7.77,2.71
19013,71.8,1.21,8.04,3.79
19014,65.1,1.21,8.23,2.9
19015,,,48.5,24.7
20246,26.3,0.9,3.8,0.5
20247,41.7,1.3,6.45,0.8
20248,42.9,1.2,6.9,0.7
20249,70.2,2.38,9.12,2.3
20250,77.5,2.1,8.1,3.5
20251,71.6,2.88,8.53,2.3
20252,38.5,1,5.88,0.91
20253,59.5,1.5,7.19,2.5
20254,70.3,2.56,8.59,2.4
42603,59,3.6,5.9,1.6
42604,54.9,2.8,6.77,1.31
42605,75.7,2.5,8.95,2.9
42606,68.3,2.82,9.02,1.98
13157,,0.6,12.4,0.5
13158,,0.29,11.9,0.5
13164,90,3.32,11.3,3.1
13165,93.8,3.45,11.7,3.3
13166,100,3.19,12.5,3.5
13167,393,5.1,88.3,1.7
13168,391,10,81.1,2
24689,439,7.5,73.3,12.3
42501,396,8.5,85,1.9
