id,recipe_id,step_number,description
562,189,1,Préparer tous les ingrédients pour Fideuà (paella de vermicelles)
563,189,2,Suivre les étapes de préparation classiques pour cette recette
564,189,3,Servir et déguster
565,190,1,Préparer tous les ingrédients pour Lotte à l'américaine
566,190,2,Suivre les étapes de préparation classiques pour cette recette
567,190,3,Servir et déguster
568,191,1,Préparer tous les ingrédients pour Bouillabaisse marseillaise
569,191,2,Suivre les étapes de préparation classiques pour cette recette
570,191,3,Servir et déguster
571,192,1,Préparer tous les ingrédients pour Bourride sétoise
572,192,2,Suivre les étapes de préparation classiques pour cette recette
573,192,3,Servir et déguster
574,193,1,Préparer tous les ingrédients pour Brandade de morue de Nîmes
575,193,2,Suivre les étapes de préparation classiques pour cette recette
576,193,3,Servir et déguster
577,194,1,Préparer tous les ingrédients pour Aïoli provençal et ses légumes
578,194,2,Suivre les étapes de préparation classiques pour cette recette
579,194,3,Servir et déguster
580,195,1,Préparer tous les ingrédients pour Pavé de saumon à l'unilatérale
581,195,2,Suivre les étapes de préparation classiques pour cette recette
582,195,3,Servir et déguster
583,196,1,"Préparer tous les ingrédients pour Saumon en papillote, julienne de légumes"
584,196,2,Suivre les étapes de préparation classiques pour cette recette
585,196,3,Servir et déguster
586,197,1,Préparer tous les ingrédients pour Saumon teriyaki
587,197,2,Suivre les étapes de préparation classiques pour cette recette
588,197,3,Servir et déguster
589,198,1,"Préparer tous les ingrédients pour Saumon à la plancha, sauce vierge"
590,198,2,Suivre les étapes de préparation classiques pour cette recette
591,198,3,Servir et déguster
592,199,1,Préparer tous les ingrédients pour Lasagnes au saumon et épinards
593,199,2,Suivre les étapes de préparation classiques pour cette recette
594,199,3,Servir et déguster
595,200,1,Préparer tous les ingrédients pour Tartare de saumon à l'aneth et au citron vert
596,200,2,Suivre les étapes de préparation classiques pour cette recette
597,200,3,Servir et déguster
598,201,1,Préparer tous les ingrédients pour Gravlax de saumon maison
599,201,2,Suivre les étapes de préparation classiques pour cette recette
600,201,3,Servir et déguster
601,202,1,Préparer tous les ingrédients pour Brochettes de saumon marinées
602,202,2,Suivre les étapes de préparation classiques pour cette recette
603,202,3,Servir et déguster
604,203,1,Préparer tous les ingrédients pour Quiche au saumon et poireaux
605,203,2,Suivre les étapes de préparation classiques pour cette recette
606,203,3,Servir et déguster
607,204,1,Préparer tous les ingrédients pour Dos de cabillaud en croûte de chorizo
608,204,2,Suivre les étapes de préparation classiques pour cette recette
609,204,3,Servir et déguster
610,205,1,Préparer tous les ingrédients pour Cabillaud à la bordelaise
611,205,2,Suivre les étapes de préparation classiques pour cette recette
612,205,3,Servir et déguster
613,206,1,"Préparer tous les ingrédients pour Cabillaud skrei poêlé, purée de panais"
614,206,2,Suivre les étapes de préparation classiques pour cette recette
615,206,3,Servir et déguster
616,207,1,Préparer tous les ingrédients pour Fish and chips britannique
617,207,2,Suivre les étapes de préparation classiques pour cette recette
618,207,3,Servir et déguster
619,208,1,Préparer tous les ingrédients pour Waterzooi de poisson
620,208,2,Suivre les étapes de préparation classiques pour cette recette
621,208,3,Servir et déguster
622,209,1,Préparer tous les ingrédients pour Curry de poisson au lait de coco
623,209,2,Suivre les étapes de préparation classiques pour cette recette
624,209,3,Servir et déguster
625,210,1,Préparer tous les ingrédients pour Thon mi-cuit au sésame
626,210,2,Suivre les étapes de préparation classiques pour cette recette
627,210,3,Servir et déguster
628,211,1,"Préparer tous les ingrédients pour Steak de thon à la sicilienne (olives, câpres)"
629,211,2,Suivre les étapes de préparation classiques pour cette recette
630,211,3,Servir et déguster
631,212,1,Préparer tous les ingrédients pour Bar en croûte de sel
632,212,2,Suivre les étapes de préparation classiques pour cette recette
633,212,3,Servir et déguster
634,213,1,Préparer tous les ingrédients pour Dorade royale au four et fenouil
635,213,2,Suivre les étapes de préparation classiques pour cette recette
636,213,3,Servir et déguster
637,214,1,Préparer tous les ingrédients pour Filet de sole meunière
638,214,2,Suivre les étapes de préparation classiques pour cette recette
639,214,3,Servir et déguster
640,215,1,Préparer tous les ingrédients pour Raie au beurre noir et aux câpres
641,215,2,Suivre les étapes de préparation classiques pour cette recette
642,215,3,Servir et déguster
643,216,1,Préparer tous les ingrédients pour Maquereaux marinés au vin blanc
644,216,2,Suivre les étapes de préparation classiques pour cette recette
645,216,3,Servir et déguster
646,217,1,Préparer tous les ingrédients pour Sardines grillées au barbecue
647,217,2,Suivre les étapes de préparation classiques pour cette recette
648,217,3,Servir et déguster
649,218,1,"Préparer tous les ingrédients pour Coquilles Saint-Jacques poêlées, fondue de poireaux"
650,218,2,Suivre les étapes de préparation classiques pour cette recette
651,218,3,Servir et déguster
652,219,1,"Préparer tous les ingrédients pour Noix de Saint-Jacques snackées, purée de carottes au cumin"
653,219,2,Suivre les étapes de préparation classiques pour cette recette
654,219,3,Servir et déguster
655,220,1,Préparer tous les ingrédients pour Risotto aux Saint-Jacques et asperges
656,220,2,Suivre les étapes de préparation classiques pour cette recette
657,220,3,Servir et déguster
658,221,1,Préparer tous les ingrédients pour Crevettes sautées à l'ail et au persil
659,221,2,Suivre les étapes de préparation classiques pour cette recette
660,221,3,Servir et déguster
661,222,1,Préparer tous les ingrédients pour Curry de crevettes et lait de coco
662,222,2,Suivre les étapes de préparation classiques pour cette recette
663,222,3,Servir et déguster
664,223,1,"Préparer tous les ingrédients pour Pâtes aux crevettes, ail, huile et piment"
665,223,2,Suivre les étapes de préparation classiques pour cette recette
666,223,3,Servir et déguster
667,224,1,Préparer tous les ingrédients pour Crevettes à l'armoricaine
668,224,2,Suivre les étapes de préparation classiques pour cette recette
669,224,3,Servir et déguster
670,225,1,Préparer tous les ingrédients pour Wok de crevettes aux légumes croquants
671,225,2,Suivre les étapes de préparation classiques pour cette recette
672,225,3,Servir et déguster
673,226,1,Préparer tous les ingrédients pour Pad Thaï aux crevettes
674,226,2,Suivre les étapes de préparation classiques pour cette recette
675,226,3,Servir et déguster
676,227,1,Préparer tous les ingrédients pour Brochettes de gambas à la plancha
677,227,2,Suivre les étapes de préparation classiques pour cette recette
678,227,3,Servir et déguster
679,228,1,Préparer tous les ingrédients pour Calamars à la romaine
680,228,2,Suivre les étapes de préparation classiques pour cette recette
681,228,3,Servir et déguster
682,229,1,Préparer tous les ingrédients pour Encornets farcis à la sétoise
683,229,2,Suivre les étapes de préparation classiques pour cette recette
684,229,3,Servir et déguster
685,230,1,Préparer tous les ingrédients pour Seiches à la plancha en persillade
686,230,2,Suivre les étapes de préparation classiques pour cette recette
687,230,3,Servir et déguster
688,231,1,Préparer tous les ingrédients pour Poulpe à la galicienne (Pulpo a la gallega)
689,231,2,Suivre les étapes de préparation classiques pour cette recette
691,232,1,"Préparer tous les ingrédients pour Soupe de lentilles corail, carotte et cumin"
692,232,2,Suivre les étapes de préparation classiques pour cette recette
693,232,3,Servir et déguster
694,233,1,Préparer tous les ingrédients pour Dahl de lentilles indien
695,233,2,Suivre les étapes de préparation classiques pour cette recette
696,233,3,Servir et déguster
697,234,1,"Préparer tous les ingrédients pour Salade de lentilles, carottes et oignons rouges"
698,234,2,Suivre les étapes de préparation classiques pour cette recette
699,234,3,Servir et déguster
700,235,1,Préparer tous les ingrédients pour Bolognaise de lentilles vertes
701,235,2,Suivre les étapes de préparation classiques pour cette recette
702,235,3,Servir et déguster
703,236,1,Préparer tous les ingrédients pour Curry de pois chiches et épinards
704,236,2,Suivre les étapes de préparation classiques pour cette recette
705,236,3,Servir et déguster
706,237,1,Préparer tous les ingrédients pour Pois chiches rôtis aux épices
707,237,2,Suivre les étapes de préparation classiques pour cette recette
708,237,3,Servir et déguster
709,238,1,Préparer tous les ingrédients pour Salade de pois chiches à la méditerranéenne
710,238,2,Suivre les étapes de préparation classiques pour cette recette
711,238,3,Servir et déguster
712,239,1,Préparer tous les ingrédients pour Chili sin carne
713,239,2,Suivre les étapes de préparation classiques pour cette recette
714,239,3,Servir et déguster
715,240,1,Préparer tous les ingrédients pour Haricots blancs à la bretonne
716,240,2,Suivre les étapes de préparation classiques pour cette recette
717,240,3,Servir et déguster
718,241,1,Préparer tous les ingrédients pour Fèves à la catalane
719,241,2,Suivre les étapes de préparation classiques pour cette recette
720,241,3,Servir et déguster
721,242,1,Préparer tous les ingrédients pour Socca niçoise (galette de farine de pois chiches)
722,242,2,Suivre les étapes de préparation classiques pour cette recette
723,242,3,Servir et déguster
724,243,1,Préparer tous les ingrédients pour Panisses marseillaises
725,243,2,Suivre les étapes de préparation classiques pour cette recette
726,243,3,Servir et déguster
727,244,1,Préparer tous les ingrédients pour Lasagnes végétariennes aux légumes du soleil
728,244,2,Suivre les étapes de préparation classiques pour cette recette
729,244,3,Servir et déguster
730,245,1,Préparer tous les ingrédients pour Lasagnes aux épinards et à la ricotta
731,245,2,Suivre les étapes de préparation classiques pour cette recette
732,245,3,Servir et déguster
733,246,1,Préparer tous les ingrédients pour Risotto aux champignons
734,246,2,Suivre les étapes de préparation classiques pour cette recette
735,246,3,Servir et déguster
736,247,1,Préparer tous les ingrédients pour Risotto aux asperges et parmesan
737,247,2,Suivre les étapes de préparation classiques pour cette recette
738,247,3,Servir et déguster
739,248,1,Préparer tous les ingrédients pour Risotto à la milanaise (au safran)
740,248,2,Suivre les étapes de préparation classiques pour cette recette
741,248,3,Servir et déguster
742,249,1,Préparer tous les ingrédients pour Risotto aux courgettes et menthe
743,249,2,Suivre les étapes de préparation classiques pour cette recette
744,249,3,Servir et déguster
745,250,1,Préparer tous les ingrédients pour Risotto à la tomate et mozzarella
746,250,2,Suivre les étapes de préparation classiques pour cette recette
747,250,3,Servir et déguster
748,251,1,Préparer tous les ingrédients pour Pâtes à la sauce tomate et basilic frais (al pomodoro)
749,251,2,Suivre les étapes de préparation classiques pour cette recette
750,251,3,Servir et déguster
751,252,1,Préparer tous les ingrédients pour Pâtes all'arrabbiata
752,252,2,Suivre les étapes de préparation classiques pour cette recette
753,252,3,Servir et déguster
754,253,1,Préparer tous les ingrédients pour Pâtes alla puttanesca
755,253,2,Suivre les étapes de préparation classiques pour cette recette
756,253,3,Servir et déguster
757,254,1,"Préparer tous les ingrédients pour Pâtes à la carbonara (la vraie, sans crème)"
758,254,2,Suivre les étapes de préparation classiques pour cette recette
759,254,3,Servir et déguster
760,255,1,Préparer tous les ingrédients pour Pâtes cacio e pepe
761,255,2,Suivre les étapes de préparation classiques pour cette recette
762,255,3,Servir et déguster
763,256,1,Préparer tous les ingrédients pour Pâtes à l'amatriciana
764,256,2,Suivre les étapes de préparation classiques pour cette recette
765,256,3,Servir et déguster
766,257,1,Préparer tous les ingrédients pour Pâtes au pesto alla genovese
767,257,2,Suivre les étapes de préparation classiques pour cette recette
768,257,3,Servir et déguster
769,258,1,Préparer tous les ingrédients pour Pâtes aux palourdes (alle vongole)
770,258,2,Suivre les étapes de préparation classiques pour cette recette
771,258,3,Servir et déguster
772,259,1,Préparer tous les ingrédients pour Pâtes aux fruits de mer (allo scoglio)
773,259,2,Suivre les étapes de préparation classiques pour cette recette
774,259,3,Servir et déguster
775,260,1,"Préparer tous les ingrédients pour Pâtes alla norma (aubergines, ricotta salata)"
776,260,2,Suivre les étapes de préparation classiques pour cette recette
777,260,3,Servir et déguster
778,261,1,"Préparer tous les ingrédients pour Gnocchis de pommes de terre, sauce sauge et beurre"
779,261,2,Suivre les étapes de préparation classiques pour cette recette
780,261,3,Servir et déguster
781,262,1,"Préparer tous les ingrédients pour Gnocchis à la sorrentina (sauce tomate, mozzarella)"
782,262,2,Suivre les étapes de préparation classiques pour cette recette
783,262,3,Servir et déguster
784,263,1,"Préparer tous les ingrédients pour Raviolis aux épinards et ricotta, sauce tomate"
785,263,2,Suivre les étapes de préparation classiques pour cette recette
786,263,3,Servir et déguster
787,264,1,Préparer tous les ingrédients pour Cannellonis farcis à la bolognaise
788,264,2,Suivre les étapes de préparation classiques pour cette recette
789,264,3,Servir et déguster
790,265,1,Préparer tous les ingrédients pour Spaghettis aux boulettes de viande (style italo-américain)
791,265,2,Suivre les étapes de préparation classiques pour cette recette
792,265,3,Servir et déguster
793,266,1,Préparer tous les ingrédients pour Macaroni and cheese américain (gratin de macaronis)
794,266,2,Suivre les étapes de préparation classiques pour cette recette
795,266,3,Servir et déguster
796,267,1,Préparer tous les ingrédients pour Gratin de pâtes au jambon et béchamel
797,267,2,Suivre les étapes de préparation classiques pour cette recette
798,267,3,Servir et déguster
799,268,1,"Préparer tous les ingrédients pour One pot pasta tomate, basilic, mozzarella"
800,268,2,Suivre les étapes de préparation classiques pour cette recette
801,268,3,Servir et déguster
802,269,1,Préparer tous les ingrédients pour Pâtes au citron et à la crème
803,269,2,Suivre les étapes de préparation classiques pour cette recette
804,269,3,Servir et déguster
805,270,1,Préparer tous les ingrédients pour Salade de pâtes estivale
806,270,2,Suivre les étapes de préparation classiques pour cette recette
807,270,3,Servir et déguster
808,271,1,Préparer tous les ingrédients pour Pâtes fraîches maison
809,271,2,Suivre les étapes de préparation classiques pour cette recette
810,271,3,Servir et déguster
811,272,1,Préparer tous les ingrédients pour Tofu sauté aux légumes et sauce soja
812,272,2,Suivre les étapes de préparation classiques pour cette recette
813,272,3,Servir et déguster
814,273,1,Préparer tous les ingrédients pour Tofu mariné et grillé au sésame
815,273,2,Suivre les étapes de préparation classiques pour cette recette
816,273,3,Servir et déguster
817,274,1,Préparer tous les ingrédients pour Tofu général Tao
818,274,2,Suivre les étapes de préparation classiques pour cette recette
819,274,3,Servir et déguster
820,275,1,Préparer tous les ingrédients pour Tofu Mapo (recette sichuanaise)
821,275,2,Suivre les étapes de préparation classiques pour cette recette
822,275,3,Servir et déguster
823,276,1,Préparer tous les ingrédients pour Curry de tofu et légumes
824,276,2,Suivre les étapes de préparation classiques pour cette recette
825,276,3,Servir et déguster
826,277,1,Préparer tous les ingrédients pour Tofu brouillé (alternative aux œufs)
827,277,2,Suivre les étapes de préparation classiques pour cette recette
828,277,3,Servir et déguster
829,278,1,Préparer tous les ingrédients pour Tofu Katsu (pané et frit)
830,278,2,Suivre les étapes de préparation classiques pour cette recette
831,278,3,Servir et déguster
832,279,1,Préparer tous les ingrédients pour Seitan bourguignon
833,279,2,Suivre les étapes de préparation classiques pour cette recette
834,279,3,Servir et déguster
835,280,1,Préparer tous les ingrédients pour Sauté de seitan et brocolis
836,280,2,Suivre les étapes de préparation classiques pour cette recette
837,280,3,Servir et déguster
838,281,1,Préparer tous les ingrédients pour Burger de seitan
839,281,2,Suivre les étapes de préparation classiques pour cette recette
840,281,3,Servir et déguster
841,282,1,Préparer tous les ingrédients pour Tempeh laqué à l'indonésienne
842,282,2,Suivre les étapes de préparation classiques pour cette recette
843,282,3,Servir et déguster
844,283,1,"Préparer tous les ingrédients pour Buddha bowl au quinoa, patates douces et avocat"
845,283,2,Suivre les étapes de préparation classiques pour cette recette
846,283,3,Servir et déguster
847,284,1,"Préparer tous les ingrédients pour Salade de quinoa, concombre, feta et menthe"
848,284,2,Suivre les étapes de préparation classiques pour cette recette
849,284,3,Servir et déguster
850,285,1,Préparer tous les ingrédients pour Quinoa façon taboulé
851,285,2,Suivre les étapes de préparation classiques pour cette recette
852,285,3,Servir et déguster
853,286,1,Préparer tous les ingrédients pour Galettes de quinoa et carottes
854,286,2,Suivre les étapes de préparation classiques pour cette recette
855,286,3,Servir et déguster
856,287,1,Préparer tous les ingrédients pour Gratin de quinoa aux légumes
857,287,2,Suivre les étapes de préparation classiques pour cette recette
858,287,3,Servir et déguster
859,288,1,Préparer tous les ingrédients pour Gratin dauphinois traditionnel
860,288,2,Suivre les étapes de préparation classiques pour cette recette
861,288,3,Servir et déguster
862,289,1,Préparer tous les ingrédients pour Gratin de courgettes à la menthe
863,289,2,Suivre les étapes de préparation classiques pour cette recette
864,289,3,Servir et déguster
865,290,1,Préparer tous les ingrédients pour Gratin de chou-fleur à la béchamel
866,290,2,Suivre les étapes de préparation classiques pour cette recette
867,290,3,Servir et déguster
868,291,1,Préparer tous les ingrédients pour Gratin de brocolis au parmesan
869,291,2,Suivre les étapes de préparation classiques pour cette recette
870,291,3,Servir et déguster
871,292,1,Préparer tous les ingrédients pour Tian de légumes provençal
872,292,2,Suivre les étapes de préparation classiques pour cette recette
873,292,3,Servir et déguster
874,293,1,Préparer tous les ingrédients pour Ratatouille niçoise
875,293,2,Suivre les étapes de préparation classiques pour cette recette
876,293,3,Servir et déguster
877,294,1,Préparer tous les ingrédients pour Piperade basque
878,294,2,Suivre les étapes de préparation classiques pour cette recette
879,294,3,Servir et déguster
880,295,1,Préparer tous les ingrédients pour Poêlée de légumes du soleil
881,295,2,Suivre les étapes de préparation classiques pour cette recette
882,295,3,Servir et déguster
883,296,1,Préparer tous les ingrédients pour Poêlée de champignons en persillade
884,296,2,Suivre les étapes de préparation classiques pour cette recette
885,296,3,Servir et déguster
886,297,1,Préparer tous les ingrédients pour Wok de légumes sauce aigre-douce
887,297,2,Suivre les étapes de préparation classiques pour cette recette
888,297,3,Servir et déguster
889,298,1,"Préparer tous les ingrédients pour Légumes rôtis au four (carottes, panais, patates douces)"
890,298,2,Suivre les étapes de préparation classiques pour cette recette
891,298,3,Servir et déguster
892,299,1,Préparer tous les ingrédients pour Frites de patates douces au paprika
893,299,2,Suivre les étapes de préparation classiques pour cette recette
894,299,3,Servir et déguster
895,300,1,Préparer tous les ingrédients pour Purée de pommes de terre maison
896,300,2,Suivre les étapes de préparation classiques pour cette recette
897,300,3,Servir et déguster
898,301,1,Préparer tous les ingrédients pour Purée de carottes au cumin
899,301,2,Suivre les étapes de préparation classiques pour cette recette
900,301,3,Servir et déguster
901,302,1,Préparer tous les ingrédients pour Purée de panais à la noisette
902,302,2,Suivre les étapes de préparation classiques pour cette recette
903,302,3,Servir et déguster
904,303,1,Préparer tous les ingrédients pour Purée de céleri-rave
905,303,2,Suivre les étapes de préparation classiques pour cette recette
906,303,3,Servir et déguster
907,304,1,Préparer tous les ingrédients pour Écrasé de pommes de terre à l'huile d'olive et ail
908,304,2,Suivre les étapes de préparation classiques pour cette recette
909,304,3,Servir et déguster
910,305,1,Préparer tous les ingrédients pour Pommes de terre suédoises (Hasselback)
911,305,2,Suivre les étapes de préparation classiques pour cette recette
912,305,3,Servir et déguster
913,306,1,Préparer tous les ingrédients pour Pommes dauphine maison
914,306,2,Suivre les étapes de préparation classiques pour cette recette
915,306,3,Servir et déguster
916,307,1,Préparer tous les ingrédients pour Aligot de l'Aubrac
917,307,2,Suivre les étapes de préparation classiques pour cette recette
918,307,3,Servir et déguster
919,308,1,Préparer tous les ingrédients pour Truffade auvergnate
920,308,2,Suivre les étapes de préparation classiques pour cette recette
921,308,3,Servir et déguster
922,309,1,Préparer tous les ingrédients pour Poêlée de haricots verts à l'ail et persil
923,309,2,Suivre les étapes de préparation classiques pour cette recette
924,309,3,Servir et déguster
925,310,1,Préparer tous les ingrédients pour Frites de polenta au parmesan
926,310,2,Suivre les étapes de préparation classiques pour cette recette
927,310,3,Servir et déguster
928,311,1,Préparer tous les ingrédients pour Polenta crémeuse
929,311,2,Suivre les étapes de préparation classiques pour cette recette
930,311,3,Servir et déguster
931,312,1,Préparer tous les ingrédients pour Endives braisées au jambon
932,312,2,Suivre les étapes de préparation classiques pour cette recette
933,312,3,Servir et déguster
934,313,1,Préparer tous les ingrédients pour Asperges vertes rôties au parmesan
935,313,2,Suivre les étapes de préparation classiques pour cette recette
936,313,3,Servir et déguster
937,314,1,Préparer tous les ingrédients pour Fondue de poireaux à la crème
938,314,2,Suivre les étapes de préparation classiques pour cette recette
939,314,3,Servir et déguster
940,315,1,Préparer tous les ingrédients pour Épinards frais à la crème
941,315,2,Suivre les étapes de préparation classiques pour cette recette
942,315,3,Servir et déguster
943,316,1,Préparer tous les ingrédients pour Choux de Bruxelles rôtis au lard et sirop d'érable
944,316,2,Suivre les étapes de préparation classiques pour cette recette
945,316,3,Servir et déguster
946,317,1,Préparer tous les ingrédients pour Carottes glacées à l'orange
947,317,2,Suivre les étapes de préparation classiques pour cette recette
948,317,3,Servir et déguster
949,318,1,Préparer tous les ingrédients pour Betteraves rôties au miel et au thym
950,318,2,Suivre les étapes de préparation classiques pour cette recette
951,318,3,Servir et déguster
952,319,1,Préparer tous les ingrédients pour Fenouil braisé à l'anis
953,319,2,Suivre les étapes de préparation classiques pour cette recette
954,319,3,Servir et déguster
955,320,1,Préparer tous les ingrédients pour Riz pilaf aux amandes et raisins secs
956,320,2,Suivre les étapes de préparation classiques pour cette recette
957,320,3,Servir et déguster
958,321,1,Préparer tous les ingrédients pour Semoule aux légumes (accompagnement tajine)
959,321,2,Suivre les étapes de préparation classiques pour cette recette
960,321,3,Servir et déguster
961,322,1,Préparer tous les ingrédients pour Curry de légumes thaïlandais au lait de coco
962,322,2,Suivre les étapes de préparation classiques pour cette recette
963,322,3,Servir et déguster
964,323,1,Préparer tous les ingrédients pour Palak Paneer (épinards au fromage indien)
965,323,2,Suivre les étapes de préparation classiques pour cette recette
966,323,3,Servir et déguster
967,324,1,Préparer tous les ingrédients pour Aloo Gobi (curry de chou-fleur et pommes de terre)
968,324,2,Suivre les étapes de préparation classiques pour cette recette
969,324,3,Servir et déguster
970,325,1,Préparer tous les ingrédients pour Chana Masala (curry de pois chiches épicé)
971,325,2,Suivre les étapes de préparation classiques pour cette recette
972,325,3,Servir et déguster
973,326,1,Préparer tous les ingrédients pour Baingan Bharta (caviar d'aubergine indien)
974,326,2,Suivre les étapes de préparation classiques pour cette recette
975,326,3,Servir et déguster
976,327,1,Préparer tous les ingrédients pour Samosas aux légumes
977,327,2,Suivre les étapes de préparation classiques pour cette recette
978,327,3,Servir et déguster
979,328,1,Préparer tous les ingrédients pour Pakoras d'oignons (beignets indiens)
980,328,2,Suivre les étapes de préparation classiques pour cette recette
981,328,3,Servir et déguster
982,329,1,Préparer tous les ingrédients pour Caponata sicilienne
983,329,2,Suivre les étapes de préparation classiques pour cette recette
984,329,3,Servir et déguster
985,330,1,Préparer tous les ingrédients pour Pâtes aux brocolis et anchois
986,330,2,Suivre les étapes de préparation classiques pour cette recette
987,330,3,Servir et déguster
988,331,1,Préparer tous les ingrédients pour Risotto de petit épeautre aux champignons
989,331,2,Suivre les étapes de préparation classiques pour cette recette
990,331,3,Servir et déguster
991,332,1,Préparer tous les ingrédients pour Galettes de sarrasin aux champignons et crème
992,332,2,Suivre les étapes de préparation classiques pour cette recette
993,332,3,Servir et déguster
994,333,1,Préparer tous les ingrédients pour Crozets en gratin au beaufort (croziflette)
995,333,2,Suivre les étapes de préparation classiques pour cette recette
996,333,3,Servir et déguster
997,334,1,Préparer tous les ingrédients pour Tarte au maroilles
998,334,2,Suivre les étapes de préparation classiques pour cette recette
999,334,3,Servir et déguster
1000,335,1,Préparer tous les ingrédients pour Pissaladière niçoise
1001,335,2,Suivre les étapes de préparation classiques pour cette recette
1002,335,3,Servir et déguster
1003,336,1,Préparer tous les ingrédients pour Tourte aux blettes sucrée-salée
1004,336,2,Suivre les étapes de préparation classiques pour cette recette
1005,336,3,Servir et déguster
1006,337,1,Préparer tous les ingrédients pour Gözleme turc aux épinards et feta
1007,337,2,Suivre les étapes de préparation classiques pour cette recette
1008,337,3,Servir et déguster
1009,338,1,Préparer tous les ingrédients pour Börek aux épinards
1010,338,2,Suivre les étapes de préparation classiques pour cette recette
1011,338,3,Servir et déguster
1012,339,1,Préparer tous les ingrédients pour Fattoush (salade libanaise au pain pita grillé)
1013,339,2,Suivre les étapes de préparation classiques pour cette recette
1014,339,3,Servir et déguster
1015,340,1,"Préparer tous les ingrédients pour Koshari égyptien (riz, lentilles, pâtes, sauce tomate)"
1016,340,2,Suivre les étapes de préparation classiques pour cette recette
1017,340,3,Servir et déguster
1018,341,1,Préparer tous les ingrédients pour Mjadra (riz aux lentilles et oignons frits)
1019,341,2,Suivre les étapes de préparation classiques pour cette recette
1020,341,3,Servir et déguster
1021,342,1,"Préparer tous les ingrédients pour Salade Waldorf (céleri, pomme, noix)"
1022,342,2,Suivre les étapes de préparation classiques pour cette recette
1023,342,3,Servir et déguster
1024,343,1,Préparer tous les ingrédients pour Coleslaw américain
1025,343,2,Suivre les étapes de préparation classiques pour cette recette
1026,343,3,Servir et déguster
1027,344,1,Préparer tous les ingrédients pour Salade de pommes de terre allemande (Kartoffelsalat)
1028,344,2,Suivre les étapes de préparation classiques pour cette recette
1029,344,3,Servir et déguster
1030,345,1,Préparer tous les ingrédients pour Salade de concombre à la danoise (Agurkesalat)
1031,345,2,Suivre les étapes de préparation classiques pour cette recette
1032,345,3,Servir et déguster
1033,346,1,"Préparer tous les ingrédients pour Salade de betteraves crues, pomme verte et noisettes"
1034,346,2,Suivre les étapes de préparation classiques pour cette recette
1035,346,3,Servir et déguster
1036,347,1,Préparer tous les ingrédients pour Salade de fenouil à l'orange et aux olives noires
1037,347,2,Suivre les étapes de préparation classiques pour cette recette
1038,347,3,Servir et déguster
1039,348,1,Préparer tous les ingrédients pour Salade de carottes râpées au citron et cumin
1040,348,2,Suivre les étapes de préparation classiques pour cette recette
1041,348,3,Servir et déguster
1042,349,1,Préparer tous les ingrédients pour Salade de chou rouge aux pommes et aux noix
1043,349,2,Suivre les étapes de préparation classiques pour cette recette
1044,349,3,Servir et déguster
1045,350,1,"Préparer tous les ingrédients pour Salade de pâtes grecque (feta, olives, concombre)"
1046,350,2,Suivre les étapes de préparation classiques pour cette recette
1047,350,3,Servir et déguster
1048,351,1,"Préparer tous les ingrédients pour Salade de lentilles corail, carottes et coco"
1049,351,2,Suivre les étapes de préparation classiques pour cette recette
1050,351,3,Servir et déguster
1051,352,1,Préparer tous les ingrédients pour Taboulé de chou-fleur
1052,352,2,Suivre les étapes de préparation classiques pour cette recette
1053,352,3,Servir et déguster
1054,353,1,"Préparer tous les ingrédients pour Salade d'endives, noix et roquefort"
1055,353,2,Suivre les étapes de préparation classiques pour cette recette
1056,353,3,Servir et déguster
1057,354,1,"Préparer tous les ingrédients pour Salade lyonnaise (lardons, croûtons, œuf poché)"
1058,354,2,Suivre les étapes de préparation classiques pour cette recette
1059,354,3,Servir et déguster
1060,355,1,"Préparer tous les ingrédients pour Salade landaise (gésiers, magret fumé)"
1061,355,2,Suivre les étapes de préparation classiques pour cette recette
1062,355,3,Servir et déguster
1063,356,1,"Préparer tous les ingrédients pour Salade de haricots verts, tomates et oignons"
1064,356,2,Suivre les étapes de préparation classiques pour cette recette
1065,356,3,Servir et déguster
1066,357,1,Préparer tous les ingrédients pour Ajo Blanco (soupe froide d'amandes espagnole)
1067,357,2,Suivre les étapes de préparation classiques pour cette recette
1068,357,3,Servir et déguster
1069,358,1,Préparer tous les ingrédients pour Vichyssoise (soupe froide poireaux-pommes de terre)
1070,358,2,Suivre les étapes de préparation classiques pour cette recette
1071,358,3,Servir et déguster
1072,359,1,Préparer tous les ingrédients pour Soupe froide de melon à la menthe et au porto
1073,359,2,Suivre les étapes de préparation classiques pour cette recette
1074,359,3,Servir et déguster
1075,360,1,Préparer tous les ingrédients pour Okroshka (soupe froide russe au kvas)
1076,360,2,Suivre les étapes de préparation classiques pour cette recette
1077,360,3,Servir et déguster
1078,361,1,Préparer tous les ingrédients pour Salade de poulpe et pommes de terre
1079,361,2,Suivre les étapes de préparation classiques pour cette recette
1080,361,3,Servir et déguster
1081,362,1,"Préparer tous les ingrédients pour Burger de bœuf classique, cheddar et bacon"
1082,362,2,Suivre les étapes de préparation classiques pour cette recette
1083,362,3,Servir et déguster
1084,363,1,Préparer tous les ingrédients pour Burger de poulet croustillant
1085,363,2,Suivre les étapes de préparation classiques pour cette recette
1086,363,3,Servir et déguster
1087,364,1,Préparer tous les ingrédients pour Burger végétarien aux haricots noirs
1088,364,2,Suivre les étapes de préparation classiques pour cette recette
1089,364,3,Servir et déguster
1090,365,1,Préparer tous les ingrédients pour Hot-dog new-yorkais
