id,canonical_food_id,cultivar_name,synonyms,notes,created_at,updated_at,density_g_per_ml,grams_per_unit
1076,1016,Bearss,"{""Bearss Lime""}","Citron vert américain, sans pépin, très juteux, saveur acidulée intense, production abondante",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1074,1016,Citron Vert Mexicain,"{""Key Lime"",""Lime Mexicaine""}","Citron vert classique, petits fruits ronds, jus acide intense, arôme puissant",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1075,1016,Tahiti,"{""Persian Lime"",""Citron Vert de Tahiti""}","Citron vert sans pépin, gros fruits ovales, jus abondant moins acide, peau fine",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1177,1020,America,"{""Épinard America""}","Épinard hybride feuilles épaisses vert brillant, saveur douce, résistant mildiou, croissance vigoureuse",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1175,1020,Bloomsdale,"{""Bloomsdale Long Standing""}","Épinard américain feuilles cloquées vert foncé, chair tendre savoureuse, lente montée à graines",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1178,1020,Butterflay,{Papillon},"Épinard feuilles arrondies vert clair, texture tendre fondante, saveur très douce, croissance rapide",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1174,1020,Géant d'Hiver,"{""Winter Giant""}","Épinard d'hiver feuilles géantes épaisses, saveur douce, texture charnue, très résistant froid -15°C",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1176,1020,Monstrueux de Viroflay,,"Épinard géant feuilles lisses vert tendre, croissance rapide, saveur douce, très productif",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
743,1022,Alexandria,,"Remontante type fraise des bois, petits fruits très parfumés, production abondante, sans stolons",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
766,1022,Allegro,,"Non-remontante mi-précoce italienne, gros fruits coniques rouge vif, chair ferme croquante, productive",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
724,1022,Anabelle,{Annabelle},"Remontante très productive, fruits gros et sucrés, excellente résistance aux maladies, saveur équilibrée",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
765,1022,Aprica,,"Non-remontante précoce italienne, fruits rouge orangé brillants, chair tendre juteuse, arôme intense",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
767,1022,Asia,,"Non-remontante mi-tardive italienne, très gros fruits allongés brillants, chair ferme peu juteuse, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
758,1022,Belrubi,,"Non-remontante mi-saison belge, gros fruits rouge foncé brillants, chair ferme sucrée, résistante maladies",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
747,1022,Buddy,,"Remontante compacte idéale pot, gros fruits rouge vif, saveur sucrée, très productive pour sa taille",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
762,1022,Camarosa,,"Non-remontante précoce, très gros fruits rouge brillant, chair ferme sucrée, production massive, culture tunnel",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
755,1022,Cambridge Favourite,"{""Cambridge Favorite""}","Non-remontante britannique, fruits moyens rouge orangé, saveur équilibrée, très rustique et productive",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
737,1022,Capron Royal,,"Remontante ancienne, fruits musqués parfumés, goût unique, production juin à octobre, rustique",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
761,1022,Chandler,,"Non-remontante californienne, gros fruits coniques brillants, chair ferme croquante, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
92,1022,Charlotte,,"Remontante, fruits allongés et fermes, excellente conservation",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
93,1022,Ciflorette,,"Très précoce, allongée, chair tendre et sucrée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
725,1022,Cirafine,,"Remontante précoce, arôme intense, chair ferme et juteuse, excellente pour le frais, production juin à octobre",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
750,1022,Clémentine,{Clementine},"Non-remontante mi-précoce, gros fruits rouge vif, saveur douce équilibrée, chair ferme, bonne productivité",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
749,1022,Cléry,{Clery},"Non-remontante précoce italienne, gros fruits coniques brillants, chair ferme sucrée, excellente conservation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
94,1022,Darselect,,"Gros fruits rouge brillant, chair ferme, bonne conservation",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
729,1022,Délice,"{""Delice des Jardins""}","Remontante productive, fruits rouge brillant, saveur sucrée intense, bonne conservation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
735,1022,Diamante,,"Remontante californienne, très gros fruits brillants, chair ferme croquante, excellent rendement commercial",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
756,1022,Elsanta,,"Non-remontante mi-saison, gros fruits coniques brillants, chair ferme croquante, standard commercial européen",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
731,1022,Everest,,"Remontante grimpante, fruits moyens parfumés, idéale culture verticale, production abondante été-automne",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
741,1022,Eversweet,,"Remontante américaine, fruits moyens sucrés, production constante, résistante maladies foliaires",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
736,1022,Evie 2,"{""Evie Two"",Evie-2}","Remontante britannique, gros fruits coniques, saveur sucrée intense, excellente production longue durée",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
727,1022,Favori,"{""Favori des Jardins""}","Remontante rustique, fruits moyens très parfumés, production régulière été-automne, idéale pour jardin amateur",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
769,1022,Florence,,"Non-remontante tardive britannique, gros fruits rouge brillant, saveur excellente, bonne conservation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
746,1022,Framberry,,"Remontante hybride fraise-framboise, fruits allongés rose foncé, saveur unique, très décorative",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
90,1022,Gariguette,,"Variété française précoce, allongée, très parfumée et acidulée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
728,1022,Gento,,"Remontante vigoureuse, fruits rouge foncé, chair ferme, excellente productivité, résistante aux maladies",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
754,1022,Gorella,,"Non-remontante mi-saison néerlandaise, gros fruits rouge vif brillants, chair ferme, excellente productivité",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
768,1022,Joly,,"Non-remontante mi-saison française, gros fruits rouge foncé, saveur sucrée intense, production régulière",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
726,1022,Maestro,,"Remontante tardive, gros fruits coniques, couleur rouge brillant, bonne conservation, résistante au froid",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
751,1022,Magnum,,"Non-remontante tardive, très gros fruits spectaculaires, chair ferme sucrée, production abondante mai-juin",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
91,1022,Mara des Bois,,"Remontante, goût de fraise des bois, production longue",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
770,1022,Mieze Schindler,,"Non-remontante mi-saison ancienne allemande, petits fruits très parfumés, saveur incomparable, production modérée",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
757,1022,Mme Moutot,"{""Madame Moutot"",Moutot}","Non-remontante mi-tardive ancienne, fruits moyens très parfumés, saveur intense, production régulière",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
732,1022,Mount Everest,,"Remontante grimpante, gros fruits rouge vif, chair ferme sucrée, production longue sur tuteur",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
738,1022,Ostara,,"Remontante néerlandaise, fruits moyens rouge brillant, saveur équilibrée, production régulière été-automne",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
760,1022,Pajaro,,"Non-remontante américaine, très gros fruits fermes, chair peu juteuse, excellent pour industrie et congélation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
739,1022,Rabunda,,"Remontante allemande, gros fruits rouge foncé, chair ferme juteuse, résistante maladies, productive",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
730,1022,Reine des Vallées,"{""Reine des Valles""}","Remontante ancienne, petits fruits très parfumés, production régulière, rustique et vigoureuse",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
771,1022,Royal Sovereign,,"Non-remontante mi-saison ancienne britannique, fruits moyens rouge vif, arôme exceptionnel, variété de collection",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
753,1022,Rubis des Jardins,{Rubis},"Non-remontante mi-saison, fruits moyens rouge rubis, saveur sucrée intense, idéale jardin amateur",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
744,1022,Rügen,,"Remontante alpine allemande, petits fruits allongés très aromatiques, saveur intense, sans stolons",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
740,1022,Selva,,"Remontante américaine, très gros fruits coniques, chair ferme peu juteuse, excellent pour congélation",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
752,1022,Senga Sengana,{Senga-Sengana},"Non-remontante mi-saison allemande, fruits rouge foncé très parfumés, excellent pour confiture, rustique",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
763,1022,Sonata,,"Non-remontante mi-saison néerlandaise, gros fruits coniques réguliers, chair ferme sucrée, excellente productivité",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
759,1022,Surprise des Halles,{Surprise},"Non-remontante précoce ancienne, fruits moyens rouge vif, saveur parfumée équilibrée, rustique",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
764,1022,Symphony,,"Non-remontante mi-tardive britannique, gros fruits rouge brillant, saveur douce équilibrée, bonne résistance",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
742,1022,Temptation,,"Remontante grimpante, fruits moyens parfumés, idéale en pot ou suspension, floraison rose décorative",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
748,1022,Toscana,,"Remontante décorative, fleurs roses vives, fruits moyens savoureux, idéale balcon et massif",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
733,1022,Tribute,,"Remontante américaine, fruits coniques moyens, saveur excellente, bonne résistance maladies foliaires",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
734,1022,Tristar,,"Remontante compacte, fruits moyens rouge foncé, chair ferme savoureuse, idéale jardin et pot",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
745,1022,Yellow Wonder,"{""Merveille Jaune""}","Remontante à fruits jaune pâle, saveur douce ananas, chair tendre, production régulière",2025-10-03 18:28:04.373112+00,2025-10-07 14:22:20.970764+00,,
1113,1029,Arguta,"{""Kiwi de Sibérie"",""Baby Kiwi""}","Mini kiwi peau lisse comestible, fruits petits verts, chair très sucrée aromatique, résistant -25°C",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1110,1029,Atlas,,"Kiwi mâle pollinisateur vigoureux, floraison abondante, compatible Hayward, rusticité excellente",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1112,1029,Bruno,,"Kiwi vert italien, fruits cylindriques allongés, chair verte sucrée aromatique, maturation précoce",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1107,1029,Chinabelle,,"Kiwi autofertile, fruits moyens verts, chair juteuse sucrée, floraison tardive évite gelées",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1108,1029,Golden,"{""Gold 3"",""Zespri Gold""}","Kiwi jaune néo-zélandais, chair dorée lisse, saveur tropicale douce, peau bronze peu poilue",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1104,1029,Hayward,,"Kiwi vert classique, gros fruits ovales, chair vert émeraude juteuse, saveur acidulée équilibrée",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1105,1029,Jenny,{Yennie},"Kiwi autofertile compact, fruits moyens, chair verte sucrée, idéal petit jardin, résistant froid",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1109,1029,Kiwi Jaune,"{""Yellow Kiwi""}","Kiwi jaune chair dorée tendre, saveur sucrée tropicale, moins acide que vert, peau lisse",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1106,1029,Soreli,"{""Kiwi Jaune""}","Kiwi jaune français, chair dorée tendre, saveur tropicale douce mielée, peau lisse peu poilue",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1111,1029,Tomuri,,"Kiwi mâle pollinisateur, floraison précoce prolongée, compatible multiples variétés, très rustique",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
302,1031,Appia,,"Laitue pommée verte, résistante à la chaleur, feuilles croquantes",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
82,1031,Batavia Blonde,{Batavia},"Laitue pommée croquante, feuilles ondulées blond-vert",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
83,1031,Batavia Rouge,"{""Batavia Grenadine""}","Feuilles bordeaux, très décorative, résistante à la chaleur",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
336,1031,Bijou,,"Laitue à couper bronze-rouge, feuilles fines et tendres",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
320,1031,Blonde de Paris,,"Laitue ancienne blonde, feuilles larges et tendres",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
321,1031,Buttercrunch,,"Laitue beurre américaine, très tendre, résistante à la chaleur",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
341,1031,Castelfranco,,"Radicchio panaché crème-rouge, feuilles rondes, amer et croquant",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
327,1031,Catalogna,,"Chicorée italienne à couper, feuilles dentelées amères",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
339,1031,Catalogna Frastagliata,"{""Catalogna Dentée""}","Chicorée italienne à feuilles très dentelées, saveur amère",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
315,1031,Clarisse,,"Laitue beurre verte, résistante au mildiou, feuilles tendres",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
347,1031,Claytone de Cuba,{Montia},"Petites feuilles rondes tendres, saveur douce, résiste au froid",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
324,1031,Cocarde,,"Laitue à couper rouge-bronze, feuilles lobées, décorative",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
309,1031,Craquerelle du Midi,,"Laitue croquante du sud, résistante à la chaleur, texture ferme",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
328,1031,Cressonnette Marocaine,,"Laitue à petites feuilles découpées, saveur poivrée",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
331,1031,Délicate,,"Laitue à couper verte tendre, repousse multiple",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
313,1031,Divina,,"Laitue batavia blonde résistante, feuilles croquantes",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
86,1031,Feuille de Chêne Blonde,,"Feuilles découpées vert tendre, texture tendre",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
87,1031,Feuille de Chêne Rouge,,"Feuilles lobées rouge-brun, saveur légèrement amère",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
325,1031,Feuille de Chêne Verte Maraîchère,,"Laitue à couper verte, feuilles lobées, texture tendre",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
333,1031,Fristina,,"Laitue à couper frisée blonde, texture croquante",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
305,1031,Gotte Jaune d'Or,,"Laitue jaune dorée ancienne, feuilles tendres et beurrées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
314,1031,Granada,,"Laitue batavia rouge, résistante aux maladies, très productive",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
335,1031,Green Fire,,"Laitue à couper verte, feuilles ondulées, très productive",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
323,1031,Green Salad Bowl,"{""Salad Bowl Verte""}","Laitue à couper verte frisée, feuilles découpées, très productive",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
307,1031,Grosse Blonde Paresseuse,,"Laitue blonde volumineuse, feuilles larges et tendres",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
338,1031,Grumolo Verde,,"Chicorée italienne verte en rosette, feuilles croquantes",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
312,1031,Iceberg,{Crisphead},"Laitue très croquante en pomme serrée, excellente conservation",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
303,1031,Justine,,"Laitue beurre blonde, feuilles tendres, résistante au froid",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
318,1031,Kagraner Sommer,,"Laitue autrichienne résistante chaleur, feuilles croquantes",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
304,1031,Kinemontepas,,"Laitue batavia verte, très résistante à la montée, productive",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
319,1031,Lattughino,,"Petite laitue italienne, feuilles tendres, croissance rapide",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
332,1031,Lollo Bianca,,"Laitue à couper italienne blonde, feuilles très frisées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
85,1031,Lollo Bionda,,"Version blonde de la Lollo, feuilles très frisées vert clair",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
84,1031,Lollo Rossa,,"Laitue à couper italienne, feuilles frisées rouge-bordeaux",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
306,1031,Merveille des Quatre Saisons,{Besson},"Laitue pommée rouge-brun, résistante au froid, saveur fine",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
345,1031,Mesclun,,"Mélange de jeunes pousses : laitues, roquette, chicorées variées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
348,1031,Mizuna,,"Moutarde japonaise à feuilles découpées, saveur légèrement piquante",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
317,1031,Nadine,,"Laitue beurre blonde, résistante, texture tendre",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
337,1031,Pain de Sucre,,"Chicorée pain de sucre allongée, feuilles serrées, légèrement amère",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
343,1031,Palla Rossa,"{""Radicchio Palla Rossa""}","Radicchio rouge en pomme ronde, nervures blanches, croquant",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
344,1031,Pan di Zucchero,,"Chicorée pain de sucre italienne, feuilles tendres, peu amère",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
346,1031,Pourpier Doré,{Portulaca},"Feuilles charnues dorées, saveur douce et croquante, riche en oméga-3",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
329,1031,Red Deer Tongue,"{""Langue de Cerf Rouge""}","Laitue à couper rouge, feuilles pointues, texture tendre",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
334,1031,Red Fire,,"Laitue à couper rouge intense, feuilles ondulées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
326,1031,Red Oak Leaf,"{""Feuille de Chêne Rouge""}","Laitue à couper rouge-brun, feuilles profondément lobées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
322,1031,Red Salad Bowl,"{""Salad Bowl Rouge""}","Laitue à couper rouge frisée, feuilles découpées, repousse rapide",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
310,1031,Reine de Mai,,"Laitue beurre précoce, feuilles tendres vert clair",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
88,1031,Reine des Glaces,,"Feuilles croquantes et dentelées, excellente en été",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
89,1031,Romaine Verte,{Romaine},"Laitue allongée, feuilles croquantes, résistante à la montée",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
351,1031,Roquette Cultivée,{Eruca},"Feuilles allongées, saveur poivrée et piquante, croissance rapide",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
316,1031,Rossia,,"Laitue batavia rouge foncé, très croquante, décorative",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
308,1031,Rougette de Montpellier,,"Laitue pommée rouge, résistante à la chaleur, saveur douce",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
350,1031,Shiso,{Pérille},"Feuilles aromatiques pourpres ou vertes, saveur unique, décorative",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
330,1031,Smile,,"Laitue à couper verte, feuilles frisées, croissance rapide",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
340,1031,Spadona,,"Chicorée italienne à larges feuilles, légèrement amère",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
311,1031,Sucrine,,"Petite laitue allongée croquante, feuilles sucrées",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
349,1031,Tatsoi,"{""Moutarde Épinard""}","Rosette de feuilles rondes vert foncé, saveur douce, résiste au froid",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
342,1031,Treviso,"{""Radicchio di Treviso""}","Chicorée rouge allongée italienne, feuilles nervurées blanches",2025-10-03 14:10:43.30813+00,2025-10-07 14:22:20.970764+00,,
1054,1034,Clementine de Corse,"{""Clémentine IGP Corse""}","Clémentine corse IGP, sans pépin, chair juteuse sucrée, peau fine, épluchage facile",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1062,1034,Fairchild,,"Mandarine précoce, sans pépin, chair tendre très sucrée, épluchage facile, maturation automne",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1063,1034,Kinnow,,"Mandarine indienne, très juteuse acidulée, nombreux pépins, saveur intense, excellente jus",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1079,1034,Kumquat Nagami,{Fortunella},"Kumquat ovale, se mange entier peau douce-chair acide, petit fruit décoratif, riche vitamine C",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1060,1034,Minneola,{Tangelo},"Hybride mandarine-pamplemousse, gros fruit rouge-orange, chair juteuse acidulée, col prononcé",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1058,1034,Murcott,"{""Honey Murcott""}","Mandarine miel tardive, très sucrée juteuse, peau adhérente, saveur riche mielée",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1059,1034,Nadorcott,,"Mandarine marocaine, sans pépin, chair ferme très sucrée, peau fine, excellente conservation",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1057,1034,Ortanique,,"Hybride orange-mandarine, gros fruit juteux, saveur complexe douce-acidulée, quelques pépins",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1061,1034,Ponkan,,"Mandarine chinoise, gros fruit juteux, peau épaisse facile éplucher, saveur douce parfumée",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1055,1034,Satsuma,{Miyagawa},"Mandarine japonaise sans pépin, résistante froid, chair tendre douce, maturation précoce",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1056,1034,Tangerine,{Dancy},"Mandarine américaine classique, peau fine rouge-orange, chair juteuse acidulée, quelques pépins",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1083,1034,Ugli,"{""Uniq Fruit""}","Hybride tangelo jamaïcain, peau épaisse bosselée, chair douce juteuse, saveur orange-pamplemousse",2025-10-03 18:35:43.505415+00,2025-10-07 14:22:20.970764+00,,
1094,1035,Alphonso,{Hapus},"Mangue indienne roi des mangues, chair jaune safran, arôme intense crémeux, saveur sucrée complexe",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1099,1035,Ataulfo,"{Champagne,Honey}","Mangue mexicaine petite dorée, chair jaune crémeuse sans fibre, saveur sucrée mielée intense",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1098,1035,Francis,,"Mangue haïtienne allongée, peau jaune-vert, chair jaune peu fibreuse, arôme épicé intense",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1102,1035,Haden,,"Mangue floridienne rouge-jaune, chair jaune fibreuse, saveur riche aromatique, variété historique",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1097,1035,Keitt,,"Mangue grosse tardive, peau verte à maturité, chair orange peu fibreuse, saveur douce sucrée",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1095,1035,Kent,,"Mangue américaine grosse, chair jaune-orange peu fibreuse, saveur douce riche, excellente qualité",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1103,1035,Nam Doc Mai,,"Mangue thaïlandaise allongée jaune, chair jaune crémeuse sans fibre, saveur sucrée exceptionnelle",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1100,1035,Palmer,,"Mangue brésilienne grosse, chair orange peu fibreuse, saveur douce équilibrée, très productive",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
1096,1035,Tommy Atkins,,"Mangue commerciale robuste, peau rouge-vert épaisse, chair ferme légèrement fibreuse, bonne conservation",2025-10-03 18:37:19.253223+00,2025-10-07 14:22:20.970764+00,,
995,1036,Ananas d'Amérique,"{""Ananas Melon""}","Melon ancien américain, chair orange rosé, arôme ananas intense, saveur très parfumée",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
1004,1036,Banana,,"Melon très allongé, chair rose orangé, peau jaune crème, saveur banane-melon unique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
996,1036,Boule d'Or,,"Melon français ancien, rond, chair orange, peau jaune doré lisse, saveur sucrée classique",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
997,1036,Brodé Américain,,"Melon cantaloup, chair orange vif, peau fortement réticulée beige, très parfumé",2025-10-03 18:34:22.914889+00,2025-10-07 14:22:20.970764+00,,
