id,generated_recipe_id,raw_name,quantity,unit,notes,canonical_food_id,archetype_id,match_status,created_at
4990,102,Saindoux ou huile,15,ml,,27,,canonical,2026-06-05 12:39:18.07363+00
4991,102,Crème fraîche,40,g,finition,,310,archetype,2026-06-05 12:39:18.07363+00
4992,102,Pommes de terre,350,g,pour galuska,1053,,canonical,2026-06-05 12:39:18.07363+00
4993,102,Farine,120,g,,,312,archetype,2026-06-05 12:39:18.07363+00
4994,102,Œuf,1,pièce,,2040,,canonical,2026-06-05 12:39:18.07363+00
4995,102,Persil plat,12,g,,1049,,canonical,2026-06-05 12:39:18.07363+00
5054,87,feuilles de lasagnes,8,piece,,15,,canonical,2026-06-05 12:39:19.449011+00
5055,87,courgette,1,piece,,2026,,canonical,2026-06-05 12:39:19.449011+00
5056,87,aubergine,1,piece,,1001,,canonical,2026-06-05 12:39:19.449011+00
5057,87,poivron,1,piece,,1051,,canonical,2026-06-05 12:39:19.449011+00
5058,87,tomates concassées,400,g,,1059,,canonical,2026-06-05 12:39:19.449011+00
5059,87,ricotta,250,g,,,231,archetype,2026-06-05 12:39:19.449011+00
5060,87,parmesan,40,g,râpé,,273,archetype,2026-06-05 12:39:19.449011+00
5061,87,basilic frais,0.5,botte,,1004,,canonical,2026-06-05 12:39:19.449011+00
5130,104,Riz bomba,160,g,,4003,,canonical,2026-06-05 12:39:20.822696+00
5131,104,Haut de cuisse de poulet,250,g,en gros cubes,2054,,canonical,2026-06-05 12:39:20.822696+00
5132,104,Chorizo doux,80,g,en rondelles,22,,canonical,2026-06-05 12:39:20.822696+00
5133,104,Oignon,1,pièce,haché,2041,,canonical,2026-06-05 12:39:20.822696+00
5134,104,Poivron rouge,150,g,en lanières,1051,,canonical,2026-06-05 12:39:20.822696+00
5135,104,Tomates concassées,100,g,,1059,,canonical,2026-06-05 12:39:20.822696+00
5136,104,Petits pois,100,g,frais ou surgelés,2047,,canonical,2026-06-05 12:39:20.822696+00
5137,104,Cœurs d'artichauts,80,g,en quartiers (optionnel),8003,,canonical,2026-06-05 12:39:20.822696+00
5138,104,Ail,3,gousses,,10001,,canonical,2026-06-05 12:39:20.822696+00
5139,104,Bouillon de volaille,450,ml,,,389,archetype,2026-06-05 12:39:20.822696+00
5140,104,Safran,1,dose,infusé dans bouillon,10006,,canonical,2026-06-05 12:39:20.822696+00
5141,104,Paprika doux,4,g,,,473,archetype,2026-06-05 12:39:20.822696+00
5142,104,Huile d'olive,18,ml,,14030,,canonical,2026-06-05 12:39:20.822696+00
5143,104,Citron,1,pièce,quartiers à servir,1015,,canonical,2026-06-05 12:39:20.822696+00
5144,104,Persil plat,10,g,,1049,,canonical,2026-06-05 12:39:20.822696+00
5236,117,Échine de porc,500,g,en tranches 2 cm,2051,,canonical,2026-06-05 12:39:22.20973+00
5237,117,Miel,3,c. à soupe,,14001,,canonical,2026-06-05 12:39:22.20973+00
5238,117,Moutarde de Dijon,2,c. à soupe,,10003,,canonical,2026-06-05 12:39:22.20973+00
5239,117,Romarin frais,2,brins,effeuillé haché,2057,,canonical,2026-06-05 12:39:22.20973+00
5240,117,Ail,3,gousses,écrasées,10001,,canonical,2026-06-05 12:39:22.20973+00
5241,117,Carottes nouvelles,400,g,"en bottes, fanes coupées",1005,,canonical,2026-06-05 12:39:22.20973+00
5242,117,Navets boule d'or,350,g,en quartiers,1041,,canonical,2026-06-05 12:39:22.20973+00
5243,117,Oignons rouges,2,pièces,en quartiers,2041,,canonical,2026-06-05 12:39:22.20973+00
5244,117,Pommes grenailles,500,g,non épluchées,1052,,canonical,2026-06-05 12:39:22.20973+00
5245,117,Huile d'olive,4,c. à soupe,,14030,,canonical,2026-06-05 12:39:22.20973+00
5246,117,Vinaigre balsamique,1,c. à soupe,légumes,14032,,canonical,2026-06-05 12:39:22.20973+00
5247,117,Thym frais,3,brins,,1058,,canonical,2026-06-05 12:39:22.20973+00
5331,118,Semaine fine moyenne,250,g,,,,unmatched,2026-06-05 12:39:23.588939+00
5332,118,Pois chiches en conserve,400,g,égouttés (200 g bouillon + 200 g boulettes),5008,,canonical,2026-06-05 12:39:23.588939+00
4902,92,haricots blancs cuits,400,g,,14021,,canonical,2026-06-05 12:39:16.85999+00
4903,92,carotte,2,piece,en dés,1005,,canonical,2026-06-05 12:39:16.85999+00
4904,92,courgette,1,piece,en dés,2026,,canonical,2026-06-05 12:39:16.85999+00
4905,92,tomates concassées,200,g,,1059,,canonical,2026-06-05 12:39:16.85999+00
4906,92,petites pâtes,80,g,,15,,canonical,2026-06-05 12:39:16.85999+00
4907,92,pesto,2,cs,,30,,canonical,2026-06-05 12:39:16.85999+00
4908,92,parmesan,40,g,copeaux,,273,archetype,2026-06-05 12:39:16.85999+00
4909,92,pain de campagne,2,piece,tranches,,433,archetype,2026-06-05 12:39:16.85999+00
4996,105,Magret de canard,340,g,,2005,,canonical,2026-06-05 12:39:18.276464+00
4997,105,Cerises griottes,140,g,dénoyautées,1008,,canonical,2026-06-05 12:39:18.276464+00
4998,105,Vinaigre balsamique,30,ml,,14032,,canonical,2026-06-05 12:39:18.276464+00
4999,105,Sucre,10,g,,14037,,canonical,2026-06-05 12:39:18.276464+00
5000,105,Fond de veau,120,ml,,,315,archetype,2026-06-05 12:39:18.276464+00
5001,105,Pommes de terre Charlotte,400,g,en fines lamelles,1053,,canonical,2026-06-05 12:39:18.276464+00
5002,105,Crème fraîche épaisse,80,g,,,198,archetype,2026-06-05 12:39:18.276464+00
5003,105,Lait entier,120,ml,,7001,,canonical,2026-06-05 12:39:18.276464+00
5004,105,Emmental,40,g,râpé,,272,archetype,2026-06-05 12:39:18.276464+00
5005,105,Ail,2,gousses,,10001,,canonical,2026-06-05 12:39:18.276464+00
5006,105,Noix de muscade,1,pincée,,10004,,canonical,2026-06-05 12:39:18.276464+00
5007,105,Haricots verts frais,260,g,,2037,,canonical,2026-06-05 12:39:18.276464+00
5008,105,Échalotes,3,pièces,,2031,,canonical,2026-06-05 12:39:18.276464+00
5009,105,Beurre,20,g,,,300,archetype,2026-06-05 12:39:18.276464+00
5062,89,cuisses de poulet,500,g,,2054,,canonical,2026-06-05 12:39:19.644349+00
5063,89,olives vertes,120,g,dénoyautées,11007,,canonical,2026-06-05 12:39:19.644349+00
5064,89,citron confit,1,piece,,1015,,canonical,2026-06-05 12:39:19.644349+00
5065,89,oignon,2,piece,émincés,2041,,canonical,2026-06-05 12:39:19.644349+00
5066,89,semoule de blé,160,g,,17,,canonical,2026-06-05 12:39:19.644349+00
5067,89,gingembre frais,10,g,,10002,,canonical,2026-06-05 12:39:19.644349+00
5068,89,coriandre fraîche,0.5,botte,,1018,,canonical,2026-06-05 12:39:19.644349+00
5069,89,safran ou curcuma,1,cc,,6003,,canonical,2026-06-05 12:39:19.644349+00
5145,106,Sardines fraîches entières,330,g,écaillées vidées,9012,,canonical,2026-06-05 12:39:21.014796+00
5146,106,Pommes de terre rattes,350,g,,1053,,canonical,2026-06-05 12:39:21.014796+00
5147,106,Haricots verts frais,180,g,,2037,,canonical,2026-06-05 12:39:21.014796+00
5148,106,Œufs,2,pièces,pour mollet,2040,,canonical,2026-06-05 12:39:21.014796+00
5149,106,Tomates anciennes,200,g,en quartiers,1059,,canonical,2026-06-05 12:39:21.014796+00
5150,106,Olives noires de Nice,45,g,,,532,archetype,2026-06-05 12:39:21.014796+00
5151,106,Pois chiches en bocal,180,g,égouttés,5008,,canonical,2026-06-05 12:39:21.014796+00
5152,106,Féta,75,g,émiettée,,313,archetype,2026-06-05 12:39:21.014796+00
5153,106,Radis roses,80,g,en rondelles,1056,,canonical,2026-06-05 12:39:21.014796+00
5154,106,Basilic frais,15,feuilles,,1004,,canonical,2026-06-05 12:39:21.014796+00
5155,106,Anchois à l'huile,4,filets,,9001,,canonical,2026-06-05 12:39:21.014796+00
5156,106,Huile d'olive,18,ml,,14030,,canonical,2026-06-05 12:39:21.014796+00
5157,106,Vinaigre de vin rouge,12,ml,,,332,archetype,2026-06-05 12:39:21.014796+00
5158,106,Ail,1,gousse,,10001,,canonical,2026-06-05 12:39:21.014796+00
5159,106,Citron,1,pièce,,1015,,canonical,2026-06-05 12:39:21.014796+00
5248,112,Spätzle alsaciens,350,g,frais ou séchés,,,unmatched,2026-06-05 12:39:22.398717+00
5249,112,Champignons de Paris,200,g,émincés,3001,,canonical,2026-06-05 12:39:22.398717+00
5250,112,Pleurotes ou girolles,150,g,déchirées à la main,,,unmatched,2026-06-05 12:39:22.398717+00
5251,112,Comté affiné,150,g,râpé,,270,archetype,2026-06-05 12:39:22.398717+00
5252,112,Crème fraîche épaisse,200,g,,,198,archetype,2026-06-05 12:39:22.398717+00
5253,112,Œufs,5,pièces,3 miroir + 2 pour gratin si besoin,2040,,canonical,2026-06-05 12:39:22.398717+00
5254,112,Échalote,1,pièce,hachée,2031,,canonical,2026-06-05 12:39:22.398717+00
5255,112,Beurre,40,g,,,300,archetype,2026-06-05 12:39:22.398717+00
5256,112,Noix de muscade,1,pincée,râpée,10004,,canonical,2026-06-05 12:39:22.398717+00
5257,112,Mâche,150,g,salade,1033,,canonical,2026-06-05 12:39:22.398717+00
5258,112,Noix concassées,30,g,salade,,,unmatched,2026-06-05 12:39:22.398717+00
5259,112,Moutarde de Dijon,1,c. à café,vinaigrette,10003,,canonical,2026-06-05 12:39:22.398717+00
5260,112,Vinaigre de cidre,1,c. à soupe,vinaigrette,,529,archetype,2026-06-05 12:39:22.398717+00
5350,120,Tomates anciennes mûres,800,g,mondées,1039,,canonical,2026-06-05 12:39:23.787491+00
5351,120,Poivrons rouges,2,pièces,grillés et pelés,1051,,canonical,2026-06-05 12:39:23.787491+00
5352,120,Concombre,0.5,pièce,,2022,,canonical,2026-06-05 12:39:23.787491+00
5353,120,Ail,1,gousse,dégermée,10001,,canonical,2026-06-05 12:39:23.787491+00
5354,120,Pain rassis,80,g,écroûté,,440,archetype,2026-06-05 12:39:23.787491+00
5355,120,Vinaigre de Xérès,3,c. à soupe,,14032,,canonical,2026-06-05 12:39:23.787491+00
5356,120,Huile d'olive vierge extra,6,c. à soupe,,14030,,canonical,2026-06-05 12:39:23.787491+00
5357,120,Cumin moulu,1,c. à café,,14017,,canonical,2026-06-05 12:39:23.787491+00
5358,120,Œufs,2,pièces,mollets,2040,,canonical,2026-06-05 12:39:23.787491+00
5359,120,Pain de campagne,4,tranches,tartine,,433,archetype,2026-06-05 12:39:23.787491+00
5360,120,Tomate cœur de bœuf,1,pièce,tartine,14011,,canonical,2026-06-05 12:39:23.787491+00
5361,120,Manchego affiné,80,g,en copeaux,,267,archetype,2026-06-05 12:39:23.787491+00
4910,93,Pavé de saumon frais (sans peau),300,g,170 g Julien + 130 g Zoé,2062,,canonical,2026-06-05 12:39:17.06065+00
4911,93,Oignon rouge,150,g,émincé finement en demi-lunes,2041,,canonical,2026-06-05 12:39:17.06065+00
4912,93,Carotte nouvelle,130,g,taillée en julienne ou rondelles fines,1005,,canonical,2026-06-05 12:39:17.06065+00
4913,93,Pâte d'ají amarillo,30,g,2 cuillères à soupe — piment jaune péruvien,15,,canonical,2026-06-05 12:39:17.06065+00
4914,93,Gousse d'ail,2,gousse,écrasée,10001,,canonical,2026-06-05 12:39:17.06065+00
4915,93,Vinaigre blanc,60,ml,pour l'escabeche,14032,,canonical,2026-06-05 12:39:17.06065+00
4916,93,Citron vert (jus + zeste),2,pièce,"1 pour escabeche, 1 pour riz vert",1016,,canonical,2026-06-05 12:39:17.06065+00
4917,93,Huile d'olive vierge extra,15,ml,1 cuillère à soupe,14030,,canonical,2026-06-05 12:39:17.06065+00
4918,93,Cumin moulu,1,c. à c.,,14017,,canonical,2026-06-05 12:39:17.06065+00
4919,93,Feuille de laurier,1,pièce,,2039,,canonical,2026-06-05 12:39:17.06065+00
4920,93,Sel fin,1,c. à c.,+ poivre au moulin,6004,,canonical,2026-06-05 12:39:17.06065+00
4921,93,Riz basmati,140,g,"70 g Julien + 50 g Zoé, cru",4003,,canonical,2026-06-05 12:39:17.06065+00
4922,93,Coriandre fraîche,1,botte,"feuilles + tiges fines, pour le riz vert",1018,,canonical,2026-06-05 12:39:17.06065+00
4923,93,Persil plat,0.5,botte,pour le riz vert,1049,,canonical,2026-06-05 12:39:17.06065+00
4924,93,Bouillon de légumes,300,ml,pour cuire le riz,14036,,canonical,2026-06-05 12:39:17.06065+00
4925,93,Maïs doux (choclo),80,g,"égoutté, pour servir",9007,,canonical,2026-06-05 12:39:17.06065+00
5010,107,Courgettes,500,g,en tronçons,2026,,canonical,2026-06-05 12:39:18.475342+00
5011,107,Oignon,1,pièce,,2041,,canonical,2026-06-05 12:39:18.475342+00
5012,107,Ail,1,gousse,,10001,,canonical,2026-06-05 12:39:18.475342+00
5013,107,Curry doux,5,g,,,477,archetype,2026-06-05 12:39:18.475342+00
5014,107,Lait de coco light,150,ml,,,224,archetype,2026-06-05 12:39:18.475342+00
5015,107,Bouillon de légumes,400,ml,,14036,,canonical,2026-06-05 12:39:18.475342+00
5016,107,Pain de campagne,110,g,pour croûtons,,433,archetype,2026-06-05 12:39:18.475342+00
5017,107,Huile d'olive,12,ml,,14030,,canonical,2026-06-05 12:39:18.475342+00
5018,107,Pain de campagne,110,g,pour tartines,,433,archetype,2026-06-05 12:39:18.475342+00
5019,107,Avocat mûr,120,g,écrasé,1002,,canonical,2026-06-05 12:39:18.475342+00
5020,107,Féta,50,g,,,313,archetype,2026-06-05 12:39:18.475342+00
5021,107,Radis roses,60,g,en rondelles fines,1056,,canonical,2026-06-05 12:39:18.475342+00
5022,107,Citron,0.5,pièce,jus,1015,,canonical,2026-06-05 12:39:18.475342+00
5023,107,Ciboulette,8,g,,2018,,canonical,2026-06-05 12:39:18.475342+00
5070,91,pommes de terre rattes,500,g,,1053,,canonical,2026-06-05 12:39:19.845397+00
5071,91,haricots verts,200,g,,2037,,canonical,2026-06-05 12:39:19.845397+00
5072,91,pois chiches cuits,200,g,,5008,,canonical,2026-06-05 12:39:19.845397+00
5073,91,œufs,4,piece,durs,2040,,canonical,2026-06-05 12:39:19.845397+00
5074,91,radis,1,botte,en rondelles,1056,,canonical,2026-06-05 12:39:19.845397+00
5075,91,moutarde,1,cs,,10003,,canonical,2026-06-05 12:39:19.845397+00
5076,91,huile d olive,3,cs,,14030,,canonical,2026-06-05 12:39:19.845397+00
5077,91,herbes fraîches,1,botte,,,,unmatched,2026-06-05 12:39:19.845397+00
5160,109,Saumon frais qualité sashimi,350,g,cubes 1.5 cm,2062,,canonical,2026-06-05 12:39:21.220207+00
5161,109,Riz à sushi,200,g,,4003,,canonical,2026-06-05 12:39:21.220207+00
5162,109,Vinaigre de riz,3,c. à soupe,,14032,,canonical,2026-06-05 12:39:21.220207+00
5163,109,Sucre,1,c. à soupe,,14037,,canonical,2026-06-05 12:39:21.220207+00
5164,109,Sauce soja,3,c. à soupe,marinade,14033,,canonical,2026-06-05 12:39:21.220207+00
5165,109,Mirin,1,c. à soupe,marinade,33,,canonical,2026-06-05 12:39:21.220207+00
5166,109,Huile de sésame grillé,1,c. à café,marinade,25,,canonical,2026-06-05 12:39:21.220207+00
5167,109,Edamame décortiqués,150,g,,,,unmatched,2026-06-05 12:39:21.220207+00
5168,109,Mangue,1,pièce,en dés,1035,,canonical,2026-06-05 12:39:21.220207+00
5169,109,Avocat,1,pièce,en tranches,1002,,canonical,2026-06-05 12:39:21.220207+00
5170,109,Concombre,0.5,pièce,en dés,2022,,canonical,2026-06-05 12:39:21.220207+00
5171,109,Mayonnaise japonaise,2,c. à soupe,sauce,28,,canonical,2026-06-05 12:39:21.220207+00
5172,109,Sriracha,1,c. à soupe,sauce,42,,canonical,2026-06-05 12:39:21.220207+00
5173,109,Sésame noir,1,c. à café,,25,,canonical,2026-06-05 12:39:21.220207+00
5174,109,Algue nori,1,feuille,en lanières,,,unmatched,2026-06-05 12:39:21.220207+00
5175,109,Oignons frits,2,c. à soupe,,2041,,canonical,2026-06-05 12:39:21.220207+00
5261,119,Côte de bœuf maturée,1200,g,sortie 1 h avant,,353,archetype,2026-06-05 12:39:22.596355+00
5262,119,Beurre,80,g,noisette + arrosage,,300,archetype,2026-06-05 12:39:22.596355+00
5263,119,Fleur de sel de Guérande,1,c. à café,,6004,,canonical,2026-06-05 12:39:22.596355+00
5264,119,Poivre noir mignonette,1,c. à café,,10005,,canonical,2026-06-05 12:39:22.596355+00
5265,119,Pommes de terre Bintje,1000,g,frites,1053,,canonical,2026-06-05 12:39:22.596355+00
5266,119,Huile de friture,1,L,,,,unmatched,2026-06-05 12:39:22.596355+00
5267,119,Échalotes,3,pièces,béarnaise + salade,2031,,canonical,2026-06-05 12:39:22.596355+00
5268,119,Vinaigre d'estragon,5,cl,béarnaise,,142,archetype,2026-06-05 12:39:22.596355+00
5269,119,Vin blanc sec,5,cl,béarnaise,,331,archetype,2026-06-05 12:39:22.596355+00
5270,119,Jaunes d'œufs,3,pièces,béarnaise,,318,archetype,2026-06-05 12:39:22.596355+00
5271,119,Beurre clarifié,200,g,béarnaise,,403,archetype,2026-06-05 12:39:22.596355+00
5272,119,Estragon frais,1,bouquet,béarnaise,2033,,canonical,2026-06-05 12:39:22.596355+00
5273,119,Salade batavia,1,pièce,,14029,,canonical,2026-06-05 12:39:22.596355+00
5274,119,Vinaigre de Xérès,2,c. à soupe,vinaigrette,14032,,canonical,2026-06-05 12:39:22.596355+00
5275,119,Huile d'olive,4,c. à soupe,vinaigrette,14030,,canonical,2026-06-05 12:39:22.596355+00
5363,122,Joues de bœuf,600,g,"parées, coupées en gros cubes",14011,,canonical,2026-06-05 12:39:24.023988+00
5364,122,Lardons fumés,80,g,,,379,archetype,2026-06-05 12:39:24.023988+00
5365,122,Champignons de Paris,250,g,quartiers,3001,,canonical,2026-06-05 12:39:24.023988+00
5366,122,Oignons grelots,150,g,épluchés entiers,2041,,canonical,2026-06-05 12:39:24.023988+00
5367,122,Carottes,300,g,en rondelles,1005,,canonical,2026-06-05 12:39:24.023988+00
5368,122,Pommes de terre Charlotte,500,g,épluchées,1053,,canonical,2026-06-05 12:39:24.023988+00
5369,122,Vin rouge (pinot noir),400,ml,,,332,archetype,2026-06-05 12:39:24.023988+00
5370,122,Bouillon de bœuf,300,ml,,,305,archetype,2026-06-05 12:39:24.023988+00
5371,122,Beurre doux,40,g,,,204,archetype,2026-06-05 12:39:24.023988+00
5372,122,Farine,15,g,pour singer,,312,archetype,2026-06-05 12:39:24.023988+00
5373,122,Thym,2,branches,,1058,,canonical,2026-06-05 12:39:24.023988+00
5374,122,Laurier,1,feuille,,2039,,canonical,2026-06-05 12:39:24.023988+00
5375,122,Ail,2,gousses,écrasées,10001,,canonical,2026-06-05 12:39:24.023988+00
5376,122,Persil plat,4,branches,ciselé,1049,,canonical,2026-06-05 12:39:24.023988+00
5458,129,Escalopes de dinde,280,g,2 escalopes fines,8009,,canonical,2026-06-05 12:39:25.383549+00
5459,129,Flocons d'avoine,60,g,mixés gros,,314,archetype,2026-06-05 12:39:25.383549+00
5460,129,Parmesan râpé,30,g,,,273,archetype,2026-06-05 12:39:25.383549+00
5461,129,Œuf,1,pièce,battu,2040,,canonical,2026-06-05 12:39:25.383549+00
5462,129,Farine T65,20,g,,,312,archetype,2026-06-05 12:39:25.383549+00
5463,129,Mâche,150,g,lavée,1033,,canonical,2026-06-05 12:39:25.383549+00
5464,129,Fenouil,1,bulbe,finement émincé,2034,,canonical,2026-06-05 12:39:25.383549+00
5465,129,Pomme Granny Smith,1,pièce,en julienne,1052,,canonical,2026-06-05 12:39:25.383549+00
5466,129,Noix de Grenoble,40,g,concassées,47,,canonical,2026-06-05 12:39:25.383549+00
5467,129,Yaourt grec,50,g,,,334,archetype,2026-06-05 12:39:25.383549+00
5468,129,Moutarde de Dijon,1,c. à café,,10003,,canonical,2026-06-05 12:39:25.383549+00
5469,129,Miel,1,c. à café,,14001,,canonical,2026-06-05 12:39:25.383549+00
5470,129,Huile d'olive,30,ml,,14030,,canonical,2026-06-05 12:39:25.383549+00
5471,129,Vinaigre de cidre,15,ml,,,529,archetype,2026-06-05 12:39:25.383549+00
5472,129,Herbes de Provence,1,c. à café,,38,,canonical,2026-06-05 12:39:25.383549+00
5564,136,Pain de seigle,4,tranches,épaisses,,321,archetype,2026-06-05 12:39:26.789651+00
5565,136,Chèvre frais (bûche),160,g,,49,,canonical,2026-06-05 12:39:26.789651+00
5566,136,Betteraves crues,300,g,en quartiers,1012,,canonical,2026-06-05 12:39:26.789651+00
5567,136,Sirop d'érable,30,ml,,14002,,canonical,2026-06-05 12:39:26.789651+00
5568,136,Thym,3,branches,,1058,,canonical,2026-06-05 12:39:26.789651+00
5569,136,Miel de châtaignier,20,g,,14001,,canonical,2026-06-05 12:39:26.789651+00
5570,136,Noix de Grenoble,40,g,concassées,47,,canonical,2026-06-05 12:39:26.789651+00
5571,136,Pousses de salade,100,g,,14029,,canonical,2026-06-05 12:39:26.789651+00
5572,136,Pomme Granny Smith,1,pièce,en julienne,1052,,canonical,2026-06-05 12:39:26.789651+00
5573,136,Fenouil,1,bulbe,finement émincé,2034,,canonical,2026-06-05 12:39:26.789651+00
5574,136,Graines de courge,30,g,grillées,2024,,canonical,2026-06-05 12:39:26.789651+00
5575,136,Huile d'olive,30,ml,,14030,,canonical,2026-06-05 12:39:26.789651+00
5576,136,Vinaigre balsamique,15,ml,,14032,,canonical,2026-06-05 12:39:26.789651+00
5577,136,Fleur de sel,1,pincée,,6004,,canonical,2026-06-05 12:39:26.789651+00
5289,121,Fleur de sel,1,pincée,,6004,,canonical,2026-06-05 12:39:22.792398+00
5377,123,Semoule de blé dur fine,150,g,,17,,canonical,2026-06-05 12:39:24.21188+00
5378,123,Lait,600,ml,,7001,,canonical,2026-06-05 12:39:24.21188+00
5379,123,Beurre doux,80,g,,,204,archetype,2026-06-05 12:39:24.21188+00
5380,123,Parmesan AOP râpé,80,g,,,273,archetype,2026-06-05 12:39:24.21188+00
5381,123,Jaunes d'œufs,2,pièces,,,318,archetype,2026-06-05 12:39:24.21188+00
5382,123,Feuilles de sauge,12,feuilles,,2061,,canonical,2026-06-05 12:39:24.21188+00
5383,123,Courgettes,300,g,en dés,2026,,canonical,2026-06-05 12:39:24.21188+00
5384,123,Petits pois frais,150,g,écossés,2047,,canonical,2026-06-05 12:39:24.21188+00
5385,123,Fèves fraîches,150,g,écossées & pelées,2035,,canonical,2026-06-05 12:39:24.21188+00
5386,123,Menthe fraîche,8,feuilles,ciselée,1037,,canonical,2026-06-05 12:39:24.21188+00
5387,123,Huile d'olive,20,ml,,14030,,canonical,2026-06-05 12:39:24.21188+00
5388,123,Muscade,1,pincée,,10004,,canonical,2026-06-05 12:39:24.21188+00
5473,130,Pois chiches cuits,300,g,égouttés,5008,,canonical,2026-06-05 12:39:25.592412+00
5474,130,Oignon rouge,1,petit,haché,2041,,canonical,2026-06-05 12:39:25.592412+00
5475,130,Ail,2,gousses,hachées,10001,,canonical,2026-06-05 12:39:25.592412+00
5476,130,Cumin en poudre,2,c. à café,,14017,,canonical,2026-06-05 12:39:25.592412+00
5477,130,Coriandre fraîche,1,bouquet,ciselée,1018,,canonical,2026-06-05 12:39:25.592412+00
5478,130,Menthe fraîche,6,feuilles,ciselée,1037,,canonical,2026-06-05 12:39:25.592412+00
5479,130,Œuf,1,pièce,,2040,,canonical,2026-06-05 12:39:25.592412+00
5480,130,Flocons d'avoine,40,g,mixés,,314,archetype,2026-06-05 12:39:25.592412+00
5481,130,Mâche,150,g,,1033,,canonical,2026-06-05 12:39:25.592412+00
5482,130,Fenouil,1,bulbe,émincé,2034,,canonical,2026-06-05 12:39:25.592412+00
5483,130,Pomme Granny,1,pièce,julienne,1052,,canonical,2026-06-05 12:39:25.592412+00
5484,130,Noix de Grenoble,40,g,concassées,47,,canonical,2026-06-05 12:39:25.592412+00
5485,130,Tahini,20,g,,26,,canonical,2026-06-05 12:39:25.592412+00
5486,130,Yaourt grec,80,g,,,334,archetype,2026-06-05 12:39:25.592412+00
5487,130,Citron jaune,1,pièce,jus,1015,,canonical,2026-06-05 12:39:25.592412+00
5488,130,Huile d'olive,30,ml,,14030,,canonical,2026-06-05 12:39:25.592412+00
5300,108,Citron vert,1,pièce,jus,1016,,canonical,2026-06-05 12:39:22.991585+00
5301,108,Cheddar râpé,80,g,,,261,archetype,2026-06-05 12:39:22.991585+00
5302,108,Coriandre fraîche,0.5,botte,,1018,,canonical,2026-06-05 12:39:22.991585+00
5303,108,Jalapeños,2,c. à soupe,en lamelles,41,,canonical,2026-06-05 12:39:22.991585+00
5389,124,Lentilles corail,180,g,,5005,,canonical,2026-06-05 12:39:24.413083+00
5390,124,Lait de coco,200,ml,,,224,archetype,2026-06-05 12:39:24.413083+00
5391,124,Oignon jaune,1,pièce,émincé,2041,,canonical,2026-06-05 12:39:24.413083+00
5392,124,Ail,3,gousses,hachées,10001,,canonical,2026-06-05 12:39:24.413083+00
5393,124,Gingembre frais,20,g,râpé,10002,,canonical,2026-06-05 12:39:24.413083+00
5394,124,Tomates concassées,200,g,,1059,,canonical,2026-06-05 12:39:24.413083+00
5395,124,Curcuma en poudre,2,c. à café,,6003,,canonical,2026-06-05 12:39:24.413083+00
5396,124,Cumin en poudre,1,c. à café,,14017,,canonical,2026-06-05 12:39:24.413083+00
5397,124,Cardamome verte,3,gousses,écrasées,6001,,canonical,2026-06-05 12:39:24.413083+00
5398,124,Riz basmati,180,g,,4003,,canonical,2026-06-05 12:39:24.413083+00
5399,124,Oignon rouge,1,pièce,finement émincé,2041,,canonical,2026-06-05 12:39:24.413083+00
5400,124,Citron vert,1,pièce,jus,1016,,canonical,2026-06-05 12:39:24.413083+00
5401,124,Coriandre fraîche,1,bouquet,ciselée,1018,,canonical,2026-06-05 12:39:24.413083+00
5402,124,Huile de coco,20,ml,,,,unmatched,2026-06-05 12:39:24.413083+00
5489,131,Semoule moyenne,200,g,,17,,canonical,2026-06-05 12:39:25.785841+00
5490,131,Pois chiches cuits,240,g,,5008,,canonical,2026-06-05 12:39:25.785841+00
5491,131,Courgette,1,pièce,en bâtonnets,2026,,canonical,2026-06-05 12:39:25.785841+00
5492,131,Carotte,2,pièces,en bâtonnets,1005,,canonical,2026-06-05 12:39:25.785841+00
5493,131,Navet nouveau,2,pièces,en quartiers,1041,,canonical,2026-06-05 12:39:25.785841+00
5494,131,Oignon jaune,1,pièce,émincé,2041,,canonical,2026-06-05 12:39:25.785841+00
5495,131,Tomates concassées,300,g,,1059,,canonical,2026-06-05 12:39:25.785841+00
5496,131,Chou vert,150,g,en lanières,2015,,canonical,2026-06-05 12:39:25.785841+00
5497,131,Fenouil,1,bulbe,en quartiers,2034,,canonical,2026-06-05 12:39:25.785841+00
5498,131,Ail,3,gousses,hachées,10001,,canonical,2026-06-05 12:39:25.785841+00
5499,131,Ras-el-hanout,2,c. à café,,37,,canonical,2026-06-05 12:39:25.785841+00
5500,131,Cumin en poudre,1,c. à café,,14017,,canonical,2026-06-05 12:39:25.785841+00
5501,131,Curcuma,1,c. à café,,6003,,canonical,2026-06-05 12:39:25.785841+00
5502,131,Harissa douce,1,c. à soupe,,36,,canonical,2026-06-05 12:39:25.785841+00
5503,131,Bouillon de légumes,600,ml,,14036,,canonical,2026-06-05 12:39:25.785841+00
5504,131,Huile d'olive,40,ml,,14030,,canonical,2026-06-05 12:39:25.785841+00
5505,131,Beurre doux,30,g,,,204,archetype,2026-06-05 12:39:25.785841+00
5506,131,Coriandre fraîche,1,bouquet,,1018,,canonical,2026-06-05 12:39:25.785841+00
5317,110,Sauce poisson (nuoc mam),3,c. à soupe,nuoc cham,34,,canonical,2026-06-05 12:39:23.196649+00
5318,110,Citron vert,2,pièces,"jus, nuoc cham",1016,,canonical,2026-06-05 12:39:23.196649+00
